id_buku,judul,pengarang,penerbit,tahun_terbit,fakultas_terkait,prodi_terkait,kategori,sinopsis,tags,bahasa,jenis_koleksi,jumlah_halaman,isbn,stok
BK00709,Farmasi Rumah Sakit: Praktik dan Pelayanan,"drg. Hafshah Sihombing, M.TI., Ir. Timbul Wibowo",Graha Ilmu,2005,"Fakultas Sains, Teknologi, & Kesehatan",Farmasi,Teknologi Farmasi & Pelayanan Kefarmasian,"Buku ini mengulas berbagai aspek penting dari praktik farmasi klinis pasien, standar pelayanan farmasi profesional, serta manajemen obat dan compounding. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","farmasi rumah sakit, compounding obat, pelayanan kefarmasian, sediaan farmasi",Indonesia,Fisik,137,978-1-119-52436-6,2
BK00710,Teknologi Compounding Obat,"Ina Ardianto, S.E.",Rajawali Pers,2007,"Fakultas Sains, Teknologi, & Kesehatan",Farmasi,Teknologi Farmasi & Pelayanan Kefarmasian,"Buku ini membahas secara mendalam tentang pelayanan kefarmasian di rumah sakit, praktik farmasi klinis pasien, serta standar pelayanan farmasi profesional. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","sediaan farmasi, farmasi rumah sakit, farmasi komunitas, teknologi farmasi",Inggris,Fisik,332,978-0-11-686462-8,8
BK00711,Pengantar Compounding Obat,"Hardi Nashiruddin, Diana Napitupulu, M.Kom.",Elex Media Komputindo,2020,"Fakultas Sains, Teknologi, & Kesehatan",Farmasi,Teknologi Farmasi & Pelayanan Kefarmasian,"Buku ini membahas secara mendalam tentang praktik farmasi klinis pasien, standar pelayanan farmasi profesional, serta manajemen obat dan compounding. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","pelayanan kefarmasian, farmasi komunitas, compounding obat, teknologi farmasi",Indonesia,Fisik,383,978-0-7932-3023-5,2
BK00712,Pengantar Farmasi Rumah Sakit,Laila Farida,Alfabeta,2019,"Fakultas Sains, Teknologi, & Kesehatan",Farmasi,Teknologi Farmasi & Pelayanan Kefarmasian,"Buku ini mengulas berbagai aspek penting dari teknologi pembuatan sediaan obat, praktik farmasi klinis pasien, serta pelayanan kefarmasian di rumah sakit. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","compounding obat, sediaan farmasi, teknologi farmasi, pelayanan kefarmasian",Indonesia,Fisik,336,978-0-14-161415-1,5
BK00713,Dasar Farmasi Rumah Sakit,Lanang Prakasa,PT Grasindo,2010,"Fakultas Sains, Teknologi, & Kesehatan",Farmasi,Teknologi Farmasi & Pelayanan Kefarmasian,"Buku ini membahas secara mendalam tentang pelayanan kefarmasian di rumah sakit, teknologi pembuatan sediaan obat, serta praktik farmasi klinis pasien. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","farmasi komunitas, teknologi farmasi, farmasi rumah sakit, sediaan farmasi",Indonesia,Fisik,412,978-1-100-40901-6,7
BK00714,Teknologi Sediaan Farmasi: Praktik dan Pelayanan,Karman Ardianto,Graha Ilmu,2013,"Fakultas Sains, Teknologi, & Kesehatan",Farmasi,Teknologi Farmasi & Pelayanan Kefarmasian,"Buku ini memberikan pemahaman menyeluruh tentang manajemen obat dan compounding, praktik farmasi klinis pasien, serta standar pelayanan farmasi profesional. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","sediaan farmasi, pelayanan kefarmasian, farmasi komunitas, teknologi farmasi",Indonesia,Fisik,250,978-1-77596-555-8,5
BK00715,Dasar Farmasi Komunitas,Yuliana Permadi,Rajawali Pers,2009,"Fakultas Sains, Teknologi, & Kesehatan",Farmasi,Teknologi Farmasi & Pelayanan Kefarmasian,"Buku ini membahas secara mendalam tentang praktik farmasi klinis pasien, manajemen obat dan compounding, serta standar pelayanan farmasi profesional. Membantu pembaca membangun pemahaman konseptual maupun praktis.","compounding obat, sediaan farmasi, farmasi komunitas, teknologi farmasi",Indonesia,Fisik,544,978-1-69055-107-2,1
BK00716,Dasar Pelayanan Kefarmasian Edisi Ke-3,"drg. Tari Mandala, S.Ked",Gramedia Pustaka Utama,2012,"Fakultas Sains, Teknologi, & Kesehatan",Farmasi,Teknologi Farmasi & Pelayanan Kefarmasian,"Buku ini menyajikan kajian komprehensif mengenai teknologi pembuatan sediaan obat, manajemen obat dan compounding, serta praktik farmasi klinis pasien. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","pelayanan kefarmasian, sediaan farmasi, teknologi farmasi, compounding obat",Indonesia,E-book,501,978-1-357-97863-1,9999
BK00717,Dasar Compounding Obat,Makuta Sinaga,Deepublish,2016,"Fakultas Sains, Teknologi, & Kesehatan",Farmasi,Teknologi Farmasi & Pelayanan Kefarmasian,"Buku ini dirancang sebagai panduan untuk memahami praktik farmasi klinis pasien, teknologi pembuatan sediaan obat, serta standar pelayanan farmasi profesional. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","sediaan farmasi, farmasi komunitas, teknologi farmasi, compounding obat",Indonesia,E-book,204,978-1-05-739769-5,9999
BK00718,Pembelajaran Klinik Keperawatan Berbasis Bukti,"R. Gantar Aryani, M.Kom., Sabri Januar, S.Sos",Bumi Aksara,2009,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini memberikan pemahaman menyeluruh tentang etika dan profesionalisme keperawatan, residensi dan pembelajaran klinik lanjutan, serta kompetensi ners dalam asuhan pasien. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","profesi ners, keperawatan komprehensif, residensi keperawatan, kompetensi ners",Indonesia,Fisik,248,978-0-289-80271-7,8
BK00719,Kompetensi Keperawatan Berbasis Bukti,"Zahra Wulandari, drg. Cawisadi Hassanah",PT Grasindo,2018,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini memberikan pemahaman menyeluruh tentang residensi dan pembelajaran klinik lanjutan, kompetensi ners dalam asuhan pasien, serta praktik klinik keperawatan profesional. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","keperawatan lanjutan, keperawatan komprehensif, praktik klinis ners, evidence based practice",Indonesia,Fisik,547,978-1-83332-116-6,5
BK00720,Kompetensi Residensi Keperawatan Edisi Terbaru,"Ana Marpaung, S.Psi, Vivi Setiawan",Rajawali Pers,2005,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini mengulas berbagai aspek penting dari residensi dan pembelajaran klinik lanjutan, kompetensi ners dalam asuhan pasien, serta penerapan evidence-based practice. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","kompetensi ners, evidence based practice, praktik klinis ners, keperawatan lanjutan",Indonesia,E-book,172,978-1-71287-153-9,9999
BK00721,Kompetensi Praktik Klinik Ners,"Ir. Bella Yuniar, Keisha Wibowo",Rajawali Pers,2013,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini membahas secara mendalam tentang praktik klinik keperawatan profesional, penerapan evidence-based practice, serta kompetensi ners dalam asuhan pasien. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","kompetensi ners, evidence based practice, keperawatan komprehensif, praktik klinis ners",Inggris,Fisik,419,978-0-341-41115-4,2
BK00722,Keperawatan Komprehensif: Praktik Klinis Lanjutan,"Rika Nainggolan, S.IP, dr. Dian Sihotang",Rajawali Pers,2006,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini memberikan pemahaman menyeluruh tentang kompetensi ners dalam asuhan pasien, residensi dan pembelajaran klinik lanjutan, serta penerapan evidence-based practice. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","kompetensi ners, evidence based practice, keperawatan lanjutan, residensi keperawatan",Indonesia,E-book,495,978-0-409-83665-3,9999
BK00723,Keperawatan Berbasis Bukti: Praktik Klinis Lanjutan,"Tgk. Raditya Wastuti, S.E.I",Informatika Bandung,2012,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini dirancang sebagai panduan untuk memahami praktik klinik keperawatan profesional, residensi dan pembelajaran klinik lanjutan, serta etika dan profesionalisme keperawatan. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","residensi keperawatan, keperawatan lanjutan, profesi ners, evidence based practice",Indonesia,Fisik,519,978-0-608-75243-3,7
BK00724,Pembelajaran Klinik Keperawatan Berbasis Bukti,Sabrina Hasanah,Informatika Bandung,2023,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini menyajikan kajian komprehensif mengenai etika dan profesionalisme keperawatan, praktik klinik keperawatan profesional, serta residensi dan pembelajaran klinik lanjutan. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","profesi ners, evidence based practice, keperawatan lanjutan, kompetensi ners",Inggris,E-book,501,978-1-209-54814-2,9999
BK00725,Praktik Klinik Ners: Praktik Klinis Lanjutan,"Ir. Natalia Usamah, S.Kom",Rajawali Pers,2015,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini menyajikan kajian komprehensif mengenai praktik klinik keperawatan profesional, kompetensi ners dalam asuhan pasien, serta penerapan evidence-based practice. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","evidence based practice, profesi ners, keperawatan komprehensif, keperawatan lanjutan",Indonesia,Fisik,530,978-1-60523-302-4,0
BK00726,Residensi Keperawatan: Praktik Klinis Lanjutan,"Dr. Titi Wijaya, S.Pd",Graha Ilmu,2011,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini mengulas berbagai aspek penting dari penerapan evidence-based practice, residensi dan pembelajaran klinik lanjutan, serta etika dan profesionalisme keperawatan. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","praktik klinis ners, residensi keperawatan, keperawatan komprehensif, profesi ners",Inggris,Fisik,519,978-0-86567-566-7,2
BK00727,Panduan Praktik Residensi Keperawatan,Karsana Suryono,Pustaka Pelajar,2024,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini memberikan pemahaman menyeluruh tentang praktik klinik keperawatan profesional, etika dan profesionalisme keperawatan, serta penerapan evidence-based practice. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","keperawatan lanjutan, praktik klinis ners, residensi keperawatan, evidence based practice",Indonesia,Fisik,223,978-0-86125-904-5,4
BK00728,Residensi Keperawatan: Praktik Klinis Lanjutan,Safina Marpaung,Bumi Aksara,2021,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini dirancang sebagai panduan untuk memahami praktik klinik keperawatan profesional, etika dan profesionalisme keperawatan, serta residensi dan pembelajaran klinik lanjutan. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","keperawatan lanjutan, praktik klinis ners, kompetensi ners, residensi keperawatan",Indonesia,Fisik,436,978-1-74233-305-2,1
BK00729,Panduan Praktik Profesi Ners,"Zamira Permata, S.IP",Bumi Aksara,2008,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini menyajikan kajian komprehensif mengenai penerapan evidence-based practice, etika dan profesionalisme keperawatan, serta kompetensi ners dalam asuhan pasien. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","kompetensi ners, keperawatan komprehensif, residensi keperawatan, praktik klinis ners",Indonesia,Fisik,235,978-1-62015-720-6,7
BK00730,Kompetensi Keperawatan Berbasis Bukti Edisi Ke-3,"Kamidin Yulianti, Rika Fujiati",Bumi Aksara,2005,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini menyajikan kajian komprehensif mengenai kompetensi ners dalam asuhan pasien, residensi dan pembelajaran klinik lanjutan, serta penerapan evidence-based practice. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","praktik klinis ners, kompetensi ners, keperawatan lanjutan, evidence based practice",Indonesia,Fisik,433,978-1-301-36749-8,7
BK00731,Modul Keperawatan Berbasis Bukti,Martani Waluyo,Informatika Bandung,2013,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini mengulas berbagai aspek penting dari etika dan profesionalisme keperawatan, residensi dan pembelajaran klinik lanjutan, serta penerapan evidence-based practice. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","keperawatan komprehensif, praktik klinis ners, evidence based practice, keperawatan lanjutan",Indonesia,Fisik,240,978-1-64750-111-2,5
BK00732,Panduan Praktik Keperawatan Komprehensif,Jindra Yuniar,Kencana Prenada,2024,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini mengulas berbagai aspek penting dari praktik klinik keperawatan profesional, residensi dan pembelajaran klinik lanjutan, serta penerapan evidence-based practice. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","kompetensi ners, praktik klinis ners, evidence based practice, keperawatan lanjutan",Indonesia,E-book,479,978-0-9997419-2-4,9999
BK00733,Modul Residensi Keperawatan,"Novi Yuliarti, Maya Salahudin, M.Farm",Erlangga,2022,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini dirancang sebagai panduan untuk memahami praktik klinik keperawatan profesional, kompetensi ners dalam asuhan pasien, serta etika dan profesionalisme keperawatan. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","evidence based practice, keperawatan komprehensif, kompetensi ners, keperawatan lanjutan",Indonesia,Fisik,481,978-0-518-26068-4,2
BK00734,Profesi Ners: Praktik Klinis Lanjutan,"Drs. Violet Nuraini, M.Kom., Karja Padmasari",Bumi Aksara,2014,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini menyajikan kajian komprehensif mengenai residensi dan pembelajaran klinik lanjutan, kompetensi ners dalam asuhan pasien, serta etika dan profesionalisme keperawatan. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","residensi keperawatan, kompetensi ners, profesi ners, keperawatan komprehensif",Indonesia,Fisik,411,978-0-12-920875-4,8
BK00735,Kompetensi Keperawatan Berbasis Bukti,Arta Mahendra,Informatika Bandung,2021,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini dirancang sebagai panduan untuk memahami penerapan evidence-based practice, praktik klinik keperawatan profesional, serta residensi dan pembelajaran klinik lanjutan. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","keperawatan lanjutan, profesi ners, evidence based practice, kompetensi ners",Indonesia,E-book,219,978-0-18-401184-9,9999
BK00736,Pembelajaran Klinik Keperawatan Komprehensif,"Puji Narpati, Sakura Adriansyah",PT Grasindo,2018,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini dirancang sebagai panduan untuk memahami praktik klinik keperawatan profesional, etika dan profesionalisme keperawatan, serta kompetensi ners dalam asuhan pasien. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","keperawatan komprehensif, kompetensi ners, profesi ners, residensi keperawatan",Inggris,Fisik,295,978-1-08-487297-4,2
BK00737,Residensi Keperawatan: Praktik Klinis Lanjutan Edisi Terbaru,"Iriana Nurdiyanti, S.I.Kom",Nuha Medika,2015,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini mengulas berbagai aspek penting dari residensi dan pembelajaran klinik lanjutan, kompetensi ners dalam asuhan pasien, serta praktik klinik keperawatan profesional. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","keperawatan komprehensif, profesi ners, praktik klinis ners, residensi keperawatan",Indonesia,E-book,251,978-0-03-032432-1,9999
BK00738,Pembelajaran Klinik Profesi Ners,"Drs. Gasti Rahayu, Indah Mahendra",Gramedia Pustaka Utama,2014,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini mengulas berbagai aspek penting dari etika dan profesionalisme keperawatan, praktik klinik keperawatan profesional, serta residensi dan pembelajaran klinik lanjutan. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","residensi keperawatan, profesi ners, praktik klinis ners, kompetensi ners",Indonesia,Fisik,208,978-0-8446-2671-0,3
BK00739,Kompetensi Keperawatan Berbasis Bukti Edisi Ke-3,"Shania Anggraini, Dinda Nasyiah, S.Kom",Nuha Medika,2009,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini menyajikan kajian komprehensif mengenai etika dan profesionalisme keperawatan, kompetensi ners dalam asuhan pasien, serta residensi dan pembelajaran klinik lanjutan. Membantu pembaca membangun pemahaman konseptual maupun praktis.","kompetensi ners, praktik klinis ners, evidence based practice, residensi keperawatan",Indonesia,E-book,139,978-1-359-89262-1,9999
BK00740,Residensi Keperawatan: Praktik Klinis Lanjutan Edisi Ke-2,Winda Fujiati,PT Grasindo,2022,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini mengulas berbagai aspek penting dari etika dan profesionalisme keperawatan, kompetensi ners dalam asuhan pasien, serta penerapan evidence-based practice. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","praktik klinis ners, profesi ners, keperawatan komprehensif, keperawatan lanjutan",Inggris,Fisik,462,978-0-931418-18-1,8
BK00741,Keperawatan Komprehensif: Praktik Klinis Lanjutan,"Bella Sitompul, Bakidin Tarihoran, S.Psi",Andi Publisher,2008,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini memberikan pemahaman menyeluruh tentang praktik klinik keperawatan profesional, penerapan evidence-based practice, serta etika dan profesionalisme keperawatan. Membantu pembaca membangun pemahaman konseptual maupun praktis.","keperawatan lanjutan, keperawatan komprehensif, praktik klinis ners, kompetensi ners",Indonesia,E-book,408,978-0-340-16361-0,9999
BK00742,Pembelajaran Klinik Keperawatan Komprehensif,"R. Cayadi Novitasari, S.Pd, Dr. Cinta Nuraini",Pustaka Pelajar,2005,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini membahas secara mendalam tentang residensi dan pembelajaran klinik lanjutan, etika dan profesionalisme keperawatan, serta kompetensi ners dalam asuhan pasien. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","keperawatan lanjutan, praktik klinis ners, residensi keperawatan, keperawatan komprehensif",Indonesia,Fisik,407,978-1-84910-256-8,7
BK00743,Praktik Klinik Ners: Praktik Klinis Lanjutan,Gangsar Wastuti,Deepublish,2022,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini dirancang sebagai panduan untuk memahami kompetensi ners dalam asuhan pasien, praktik klinik keperawatan profesional, serta etika dan profesionalisme keperawatan. Membantu pembaca membangun pemahaman konseptual maupun praktis.","keperawatan lanjutan, kompetensi ners, profesi ners, evidence based practice",Indonesia,E-book,144,978-1-924082-22-8,9999
BK00744,Panduan Praktik Residensi Keperawatan,Qori Santoso,Nuha Medika,2008,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini membahas secara mendalam tentang etika dan profesionalisme keperawatan, penerapan evidence-based practice, serta residensi dan pembelajaran klinik lanjutan. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","evidence based practice, profesi ners, keperawatan komprehensif, praktik klinis ners",Indonesia,Fisik,484,978-1-396-72757-3,5
BK00745,Kompetensi Praktik Klinik Ners Edisi Revisi,"T. Enteng Aryani, H. Teguh Pradana",Kencana Prenada,2017,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini mengulas berbagai aspek penting dari praktik klinik keperawatan profesional, kompetensi ners dalam asuhan pasien, serta penerapan evidence-based practice. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","keperawatan komprehensif, praktik klinis ners, profesi ners, residensi keperawatan",Indonesia,Fisik,142,978-0-465-11131-2,2
BK00746,Pembelajaran Klinik Keperawatan Komprehensif,"Kamal Hakim, Paiman Suwarno",PT Grasindo,2018,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini membahas secara mendalam tentang kompetensi ners dalam asuhan pasien, penerapan evidence-based practice, serta etika dan profesionalisme keperawatan. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","keperawatan komprehensif, kompetensi ners, evidence based practice, residensi keperawatan",Indonesia,Fisik,538,978-0-682-77881-7,7
BK00747,Pembelajaran Klinik Profesi Ners,Amalia Susanti,Deepublish,2007,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini menyajikan kajian komprehensif mengenai praktik klinik keperawatan profesional, etika dan profesionalisme keperawatan, serta residensi dan pembelajaran klinik lanjutan. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","kompetensi ners, keperawatan komprehensif, praktik klinis ners, evidence based practice",Indonesia,Fisik,498,978-0-685-38909-6,4
BK00748,Keperawatan Berbasis Bukti: Praktik Klinis Lanjutan,Ella Wulandari,Erlangga,2009,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini memberikan pemahaman menyeluruh tentang kompetensi ners dalam asuhan pasien, praktik klinik keperawatan profesional, serta penerapan evidence-based practice. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","residensi keperawatan, profesi ners, kompetensi ners, keperawatan komprehensif",Inggris,Fisik,175,978-0-15-285067-8,1
BK00749,Panduan Praktik Praktik Klinik Ners Edisi Revisi,"Ella Wahyudin, Gandi Wastuti",Graha Ilmu,2011,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini dirancang sebagai panduan untuk memahami residensi dan pembelajaran klinik lanjutan, praktik klinik keperawatan profesional, serta penerapan evidence-based practice. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","evidence based practice, residensi keperawatan, keperawatan komprehensif, praktik klinis ners",Indonesia,E-book,127,978-0-447-44309-7,9999
BK00750,Residensi Keperawatan: Praktik Klinis Lanjutan,Gasti Samosir,Deepublish,2012,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini dirancang sebagai panduan untuk memahami residensi dan pembelajaran klinik lanjutan, kompetensi ners dalam asuhan pasien, serta etika dan profesionalisme keperawatan. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","praktik klinis ners, kompetensi ners, profesi ners, keperawatan komprehensif",Indonesia,Fisik,456,978-1-970509-75-5,7
BK00751,Modul Profesi Ners,Kamila Kurniawan,Gramedia Pustaka Utama,2018,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini membahas secara mendalam tentang etika dan profesionalisme keperawatan, penerapan evidence-based practice, serta praktik klinik keperawatan profesional. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","residensi keperawatan, evidence based practice, praktik klinis ners, kompetensi ners",Indonesia,E-book,284,978-1-265-01673-9,9999
BK00752,Panduan Praktik Keperawatan Komprehensif,Karsana Mulyani,Andi Publisher,2022,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini membahas secara mendalam tentang residensi dan pembelajaran klinik lanjutan, praktik klinik keperawatan profesional, serta etika dan profesionalisme keperawatan. Membantu pembaca membangun pemahaman konseptual maupun praktis.","profesi ners, keperawatan komprehensif, keperawatan lanjutan, evidence based practice",Indonesia,E-book,541,978-1-170-24376-3,9999
BK00753,Pembelajaran Klinik Praktik Klinik Ners,Ifa Utama,Nuha Medika,2009,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini memberikan pemahaman menyeluruh tentang etika dan profesionalisme keperawatan, penerapan evidence-based practice, serta kompetensi ners dalam asuhan pasien. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","keperawatan komprehensif, kompetensi ners, praktik klinis ners, keperawatan lanjutan",Indonesia,Fisik,193,978-0-8417-7225-0,4
BK00754,Modul Residensi Keperawatan,"Maya Ardianto, S.I.Kom",Salemba Empat,2017,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini dirancang sebagai panduan untuk memahami praktik klinik keperawatan profesional, residensi dan pembelajaran klinik lanjutan, serta kompetensi ners dalam asuhan pasien. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","profesi ners, keperawatan komprehensif, residensi keperawatan, praktik klinis ners",Indonesia,Fisik,327,978-0-340-26650-2,6
BK00755,Modul Praktik Klinik Ners,Mulyanto Napitupulu,Elex Media Komputindo,2023,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini menyajikan kajian komprehensif mengenai kompetensi ners dalam asuhan pasien, etika dan profesionalisme keperawatan, serta praktik klinik keperawatan profesional. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","residensi keperawatan, keperawatan lanjutan, kompetensi ners, keperawatan komprehensif",Indonesia,Fisik,400,978-1-167-87256-3,6
BK00756,Keperawatan Komprehensif: Praktik Klinis Lanjutan,H. Virman Wibisono,Deepublish,2015,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini menyajikan kajian komprehensif mengenai etika dan profesionalisme keperawatan, residensi dan pembelajaran klinik lanjutan, serta praktik klinik keperawatan profesional. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","evidence based practice, kompetensi ners, keperawatan komprehensif, residensi keperawatan",Inggris,E-book,341,978-0-10-225803-5,9999
BK00757,Modul Profesi Ners,Mustika Siregar,Kencana Prenada,2019,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini memberikan pemahaman menyeluruh tentang residensi dan pembelajaran klinik lanjutan, kompetensi ners dalam asuhan pasien, serta praktik klinik keperawatan profesional. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","kompetensi ners, praktik klinis ners, residensi keperawatan, keperawatan lanjutan",Indonesia,Fisik,281,978-0-674-47163-4,8
BK00758,Panduan Praktik Profesi Ners Edisi Revisi,R. Titi Melani,Andi Publisher,2014,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini menyajikan kajian komprehensif mengenai penerapan evidence-based practice, etika dan profesionalisme keperawatan, serta praktik klinik keperawatan profesional. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","keperawatan lanjutan, profesi ners, residensi keperawatan, kompetensi ners",Indonesia,E-book,281,978-0-414-36371-7,9999
BK00759,Modul Residensi Keperawatan,"Titi Mardhiyah, M.Ak, Dacin Rahayu",Deepublish,2018,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini dirancang sebagai panduan untuk memahami kompetensi ners dalam asuhan pasien, residensi dan pembelajaran klinik lanjutan, serta praktik klinik keperawatan profesional. Membantu pembaca membangun pemahaman konseptual maupun praktis.","profesi ners, evidence based practice, praktik klinis ners, kompetensi ners",Inggris,E-book,263,978-0-12-604326-6,9999
