,id_transaksi,id_user,id_buku,tanggal_pinjam,tanggal_kembali_rencana,tanggal_kembali_aktual,status,lama_waktu_pinjam(hari)
1632,TRX001633,USR00002,BK01241,2023-03-22,2023-04-05,2023-04-03,Dikembalikan,12.0
1633,TRX001634,USR00104,BK00430,2024-07-07,2024-07-21,2024-07-20,Dikembalikan,13.0
1634,TRX001635,USR00346,BK00830,2024-06-14,2024-06-28,2024-06-29,Terlambat,15.0
1635,TRX001636,USR00019,BK00356,2024-08-28,2024-09-11,2024-09-06,Dikembalikan,9.0
1636,TRX001637,USR00084,BK00221,2023-08-07,2023-08-21,2023-08-23,Terlambat,16.0
1637,TRX001638,USR00279,BK00828,2025-02-12,2025-02-26,2025-03-01,Terlambat,17.0
1638,TRX001639,USR00064,BK01175,2025-11-12,2025-11-26,2025-11-26,Dikembalikan,14.0
1639,TRX001640,USR00246,BK01031,2023-04-22,2023-05-06,2023-05-07,Terlambat,15.0
1640,TRX001641,USR00253,BK00864,2025-07-26,2025-08-09,2025-08-02,Dikembalikan,7.0
1641,TRX001642,USR00061,BK01106,2025-10-29,2025-11-12,2025-11-15,Terlambat,17.0
1642,TRX001643,USR00002,BK00812,2025-07-10,2025-07-24,2025-07-30,Terlambat,20.0
1643,TRX001644,USR00290,BK00498,2025-08-26,2025-09-09,2025-08-30,Dikembalikan,4.0
1644,TRX001645,USR00121,BK00876,2025-06-02,2025-06-16,2025-06-13,Dikembalikan,11.0
1645,TRX001646,USR00370,BK00339,2024-06-13,2024-06-27,2024-06-23,Dikembalikan,10.0
1646,TRX001647,USR00232,BK00313,2024-07-07,2024-07-21,2024-07-24,Terlambat,17.0
1647,TRX001648,USR00314,BK00766,2025-03-07,2025-03-21,2025-03-21,Dikembalikan,14.0
1648,TRX001649,USR00312,BK00507,2024-01-01,2024-01-15,2024-01-17,Terlambat,16.0
1649,TRX001650,USR00200,BK00823,2023-10-13,2023-10-27,2023-10-17,Dikembalikan,4.0
1650,TRX001651,USR00147,BK00872,2024-03-27,2024-04-10,2024-04-04,Dikembalikan,8.0
1651,TRX001652,USR00123,BK00522,2023-08-30,2023-09-13,2023-09-06,Dikembalikan,7.0
1652,TRX001653,USR00134,BK00556,2023-05-29,2023-06-12,2023-06-05,Dikembalikan,7.0
1653,TRX001654,USR00026,BK00768,2025-07-26,2025-08-09,2025-08-14,Terlambat,19.0
1654,TRX001655,USR00347,BK00750,2025-01-22,2025-02-05,2025-02-01,Dikembalikan,10.0
1655,TRX001656,USR00366,BK00877,2025-02-18,2025-03-04,2025-02-21,Dikembalikan,3.0
1656,TRX001657,USR00046,BK00345,2023-01-02,2023-01-16,2023-01-15,Dikembalikan,13.0
1657,TRX001658,USR00265,BK00183,2024-03-11,2024-03-25,2024-03-27,Terlambat,16.0
1658,TRX001659,USR00287,BK00009,2023-03-05,2023-03-19,2023-03-14,Dikembalikan,9.0
1659,TRX001660,USR00137,BK00467,2025-04-10,2025-04-24,2025-04-23,Dikembalikan,13.0
1660,TRX001661,USR00342,BK00885,2025-06-07,2025-06-21,2025-06-27,Terlambat,20.0
1661,TRX001662,USR00360,BK00838,2025-06-22,2025-07-06,2025-06-25,Dikembalikan,3.0
1662,TRX001663,USR00243,BK00636,2025-05-22,2025-06-05,2025-05-26,Dikembalikan,4.0
1663,TRX001664,USR00002,BK01313,2024-05-05,2024-05-19,2024-05-15,Dikembalikan,10.0
1664,TRX001665,USR00159,BK00339,2024-07-22,2024-08-05,2024-08-12,Terlambat,21.0
1665,TRX001666,USR00347,BK00728,2024-08-04,2024-08-18,2024-08-13,Dikembalikan,9.0
1666,TRX001667,USR00245,BK01110,2025-02-20,2025-03-06,2025-03-02,Dikembalikan,10.0
1667,TRX001668,USR00211,BK01007,2025-01-02,2025-01-16,2025-01-20,Terlambat,18.0
1668,TRX001669,USR00285,BK01354,2023-01-13,2023-01-27,2023-01-26,Dikembalikan,13.0
1669,TRX001670,USR00147,BK01001,2023-09-07,2023-09-21,2023-09-26,Terlambat,19.0
1670,TRX001671,USR00057,BK01332,2024-09-21,2024-10-05,2024-09-26,Dikembalikan,5.0
1671,TRX001672,USR00218,BK00153,2023-05-11,2023-05-25,2023-05-22,Dikembalikan,11.0
1672,TRX001673,USR00020,BK00495,2023-12-21,2024-01-04,2024-01-06,Terlambat,16.0
1673,TRX001674,USR00200,BK01220,2023-11-26,2023-12-10,2023-12-03,Dikembalikan,7.0
1674,TRX001675,USR00013,BK00941,2025-12-09,2025-12-23,2025-12-17,Dikembalikan,8.0
1675,TRX001676,USR00185,BK00785,2023-09-09,2023-09-23,2023-09-18,Dikembalikan,9.0
1676,TRX001677,USR00180,BK00043,2024-08-15,2024-08-29,2024-08-26,Dikembalikan,11.0
1677,TRX001678,USR00270,BK00185,2025-05-09,2025-05-23,2025-05-26,Terlambat,17.0
1678,TRX001679,USR00321,BK00436,2024-06-28,2024-07-12,2024-07-04,Dikembalikan,6.0
1679,TRX001680,USR00133,BK01028,2025-03-10,2025-03-24,2025-03-13,Dikembalikan,3.0
1680,TRX001681,USR00277,BK00471,2023-06-23,2023-07-07,2023-06-29,Dikembalikan,6.0
1681,TRX001682,USR00005,BK01220,2025-03-31,2025-04-14,2025-04-18,Terlambat,18.0
1682,TRX001683,USR00262,BK00943,2025-07-10,2025-07-24,2025-07-25,Terlambat,15.0
1683,TRX001684,USR00277,BK00563,2025-06-05,2025-06-19,2025-06-20,Terlambat,15.0
1684,TRX001685,USR00130,BK00813,2023-04-06,2023-04-20,2023-04-26,Terlambat,20.0
1685,TRX001686,USR00244,BK00252,2024-12-01,2024-12-15,2024-12-08,Dikembalikan,7.0
1686,TRX001687,USR00118,BK01007,2024-01-14,2024-01-28,2024-01-19,Dikembalikan,5.0
1687,TRX001688,USR00242,BK00232,2025-12-19,2026-01-02,,Dipinjam,belum_kembali
1688,TRX001689,USR00200,BK01207,2023-10-22,2023-11-05,2023-11-08,Terlambat,17.0
1689,TRX001690,USR00058,BK00926,2025-06-01,2025-06-15,2025-06-06,Dikembalikan,5.0
1690,TRX001691,USR00110,BK00967,2025-04-28,2025-05-12,2025-05-06,Dikembalikan,8.0
1691,TRX001692,USR00335,BK00820,2024-04-20,2024-05-04,2024-05-09,Terlambat,19.0
1692,TRX001693,USR00098,BK00321,2025-09-07,2025-09-21,2025-09-14,Dikembalikan,7.0
1693,TRX001694,USR00278,BK01322,2024-05-18,2024-06-01,2024-05-26,Dikembalikan,8.0
1694,TRX001695,USR00240,BK00596,2023-04-24,2023-05-08,2023-05-03,Dikembalikan,9.0
1695,TRX001696,USR00033,BK00875,2024-05-04,2024-05-18,2024-05-14,Dikembalikan,10.0
1696,TRX001697,USR00232,BK00458,2023-08-11,2023-08-25,2023-08-17,Dikembalikan,6.0
1697,TRX001698,USR00089,BK00458,2025-03-31,2025-04-14,2025-04-14,Dikembalikan,14.0
1698,TRX001699,USR00047,BK00445,2024-10-16,2024-10-30,2024-10-30,Dikembalikan,14.0
1699,TRX001700,USR00034,BK00622,2023-08-02,2023-08-16,2023-08-15,Dikembalikan,13.0
1700,TRX001701,USR00184,BK00382,2024-12-10,2024-12-24,2024-12-27,Terlambat,17.0
1701,TRX001702,USR00173,BK00554,2023-05-30,2023-06-13,2023-06-16,Terlambat,17.0
1702,TRX001703,USR00241,BK00945,2024-02-14,2024-02-28,2024-03-04,Terlambat,19.0
1703,TRX001704,USR00006,BK01145,2024-11-03,2024-11-17,2024-11-17,Dikembalikan,14.0
1704,TRX001705,USR00207,BK01340,2025-06-03,2025-06-17,2025-06-13,Dikembalikan,10.0
1705,TRX001706,USR00070,BK00188,2025-06-14,2025-06-28,2025-06-25,Dikembalikan,11.0
1706,TRX001707,USR00120,BK00376,2024-10-31,2024-11-14,2024-11-15,Terlambat,15.0
1707,TRX001708,USR00284,BK00254,2023-08-16,2023-08-30,2023-09-01,Terlambat,16.0
1708,TRX001709,USR00132,BK01319,2024-09-19,2024-10-03,2024-10-07,Terlambat,18.0
1709,TRX001710,USR00221,BK01340,2024-08-04,2024-08-18,2024-08-11,Dikembalikan,7.0
1710,TRX001711,USR00348,BK00781,2025-09-20,2025-10-04,2025-10-11,Terlambat,21.0
1711,TRX001712,USR00301,BK00797,2023-07-05,2023-07-19,2023-07-08,Dikembalikan,3.0
1712,TRX001713,USR00311,BK00741,2025-10-09,2025-10-23,2025-10-14,Dikembalikan,5.0
1713,TRX001714,USR00319,BK01232,2023-09-18,2023-10-02,2023-09-21,Dikembalikan,3.0
1714,TRX001715,USR00366,BK00848,2023-09-21,2023-10-05,2023-09-27,Dikembalikan,6.0
1715,TRX001716,USR00257,BK00458,2023-06-04,2023-06-18,2023-06-25,Terlambat,21.0
1716,TRX001717,USR00180,BK00054,2023-12-18,2024-01-01,2023-12-30,Dikembalikan,12.0
1717,TRX001718,USR00091,BK00949,2025-05-04,2025-05-18,2025-05-12,Dikembalikan,8.0
1718,TRX001719,USR00154,BK01006,2024-03-20,2024-04-03,2024-03-30,Dikembalikan,10.0
1719,TRX001720,USR00153,BK00195,2024-12-23,2025-01-06,2024-12-27,Dikembalikan,4.0
1720,TRX001721,USR00358,BK01131,2025-02-23,2025-03-09,2025-03-02,Dikembalikan,7.0
1721,TRX001722,USR00295,BK00132,2023-01-30,2023-02-13,2023-02-09,Dikembalikan,10.0
1722,TRX001723,USR00198,BK00684,2023-05-15,2023-05-29,2023-05-26,Dikembalikan,11.0
1723,TRX001724,USR00027,BK00172,2025-12-19,2026-01-02,,Dipinjam,belum_kembali
1724,TRX001725,USR00274,BK00629,2023-04-11,2023-04-25,2023-04-29,Terlambat,18.0
1725,TRX001726,USR00266,BK00593,2024-03-10,2024-03-24,2024-03-20,Dikembalikan,10.0
1726,TRX001727,USR00098,BK00330,2023-02-20,2023-03-06,2023-02-27,Dikembalikan,7.0
1727,TRX001728,USR00157,BK00683,2024-02-19,2024-03-04,2024-02-24,Dikembalikan,5.0
1728,TRX001729,USR00216,BK00036,2023-12-23,2024-01-06,2024-01-02,Dikembalikan,10.0
1729,TRX001730,USR00062,BK00324,2024-05-09,2024-05-23,2024-05-16,Dikembalikan,7.0
1730,TRX001731,USR00094,BK00207,2025-09-29,2025-10-13,2025-10-15,Terlambat,16.0
1731,TRX001732,USR00261,BK01094,2023-09-18,2023-10-02,2023-10-05,Terlambat,17.0
1732,TRX001733,USR00364,BK00103,2023-08-07,2023-08-21,2023-08-19,Dikembalikan,12.0
1733,TRX001734,USR00014,BK00340,2025-04-12,2025-04-26,2025-04-28,Terlambat,16.0
1734,TRX001735,USR00182,BK00545,2023-09-19,2023-10-03,2023-09-30,Dikembalikan,11.0
1735,TRX001736,USR00217,BK01356,2023-05-22,2023-06-05,2023-06-05,Dikembalikan,14.0
1736,TRX001737,USR00262,BK01317,2024-03-31,2024-04-14,2024-04-10,Dikembalikan,10.0
1737,TRX001738,USR00219,BK01356,2025-10-29,2025-11-12,2025-11-06,Dikembalikan,8.0
1738,TRX001739,USR00245,BK00845,2025-08-27,2025-09-10,2025-09-05,Dikembalikan,9.0
1739,TRX001740,USR00145,BK01334,2023-03-30,2023-04-13,2023-04-09,Dikembalikan,10.0
1740,TRX001741,USR00290,BK00484,2025-06-23,2025-07-07,2025-07-07,Dikembalikan,14.0
1741,TRX001742,USR00367,BK01266,2024-10-07,2024-10-21,2024-10-24,Terlambat,17.0
1742,TRX001743,USR00338,BK00755,2024-01-06,2024-01-20,2024-01-11,Dikembalikan,5.0
1743,TRX001744,USR00316,BK00220,2023-12-30,2024-01-13,2024-01-03,Dikembalikan,4.0
1744,TRX001745,USR00111,BK00797,2024-10-28,2024-11-11,2024-11-02,Dikembalikan,5.0
1745,TRX001746,USR00060,BK00759,2024-01-24,2024-02-07,2024-02-08,Terlambat,15.0
1746,TRX001747,USR00340,BK00591,2024-03-06,2024-03-20,2024-03-14,Dikembalikan,8.0
1747,TRX001748,USR00088,BK01248,2023-07-10,2023-07-24,2023-07-21,Dikembalikan,11.0
1748,TRX001749,USR00274,BK00935,2023-01-16,2023-01-30,2023-01-20,Dikembalikan,4.0
1749,TRX001750,USR00358,BK00396,2025-06-23,2025-07-07,2025-07-08,Terlambat,15.0
1750,TRX001751,USR00256,BK01315,2025-08-03,2025-08-17,2025-08-22,Terlambat,19.0
1751,TRX001752,USR00360,BK00062,2025-07-02,2025-07-16,2025-07-22,Terlambat,20.0
1752,TRX001753,USR00199,BK00555,2024-01-21,2024-02-04,2024-02-10,Terlambat,20.0
1753,TRX001754,USR00248,BK01207,2023-03-31,2023-04-14,2023-04-21,Terlambat,21.0
1754,TRX001755,USR00114,BK00946,2024-12-01,2024-12-15,2024-12-20,Terlambat,19.0
1755,TRX001756,USR00263,BK00371,2025-07-02,2025-07-16,2025-07-15,Dikembalikan,13.0
1756,TRX001757,USR00262,BK01362,2023-12-06,2023-12-20,2023-12-26,Terlambat,20.0
1757,TRX001758,USR00110,BK00744,2023-02-26,2023-03-12,2023-03-08,Dikembalikan,10.0
1758,TRX001759,USR00244,BK00359,2024-01-12,2024-01-26,2024-01-24,Dikembalikan,12.0
1759,TRX001760,USR00314,BK00730,2025-12-18,2026-01-01,,Dipinjam,belum_kembali
1760,TRX001761,USR00251,BK00412,2023-05-14,2023-05-28,2023-05-27,Dikembalikan,13.0
1761,TRX001762,USR00375,BK00849,2025-08-11,2025-08-25,2025-08-24,Dikembalikan,13.0
1762,TRX001763,USR00011,BK01183,2023-05-20,2023-06-03,2023-06-08,Terlambat,19.0
1763,TRX001764,USR00362,BK01035,2025-10-20,2025-11-03,2025-11-04,Terlambat,15.0
1764,TRX001765,USR00380,BK00565,2025-01-09,2025-01-23,2025-01-30,Terlambat,21.0
1765,TRX001766,USR00146,BK00316,2024-03-24,2024-04-07,2024-04-10,Terlambat,17.0
1766,TRX001767,USR00209,BK01278,2024-07-11,2024-07-25,2024-07-30,Terlambat,19.0
1767,TRX001768,USR00369,BK00757,2024-01-12,2024-01-26,2024-01-19,Dikembalikan,7.0
1768,TRX001769,USR00292,BK00585,2025-01-24,2025-02-07,2025-02-02,Dikembalikan,9.0
1769,TRX001770,USR00252,BK01276,2023-04-03,2023-04-17,2023-04-14,Dikembalikan,11.0
1770,TRX001771,USR00304,BK00973,2023-04-28,2023-05-12,2023-05-06,Dikembalikan,8.0
1771,TRX001772,USR00248,BK01176,2024-03-27,2024-04-10,2024-04-14,Terlambat,18.0
1772,TRX001773,USR00084,BK01178,2024-02-15,2024-02-29,2024-02-29,Dikembalikan,14.0
1773,TRX001774,USR00048,BK01290,2023-11-09,2023-11-23,2023-11-17,Dikembalikan,8.0
1774,TRX001775,USR00179,BK00532,2024-09-17,2024-10-01,2024-10-08,Terlambat,21.0
1775,TRX001776,USR00232,BK00199,2025-06-04,2025-06-18,2025-06-25,Terlambat,21.0
1776,TRX001777,USR00005,BK01216,2025-08-16,2025-08-30,2025-09-05,Terlambat,20.0
1777,TRX001778,USR00374,BK00141,2024-08-25,2024-09-08,2024-09-12,Terlambat,18.0
1778,TRX001779,USR00251,BK00832,2025-11-01,2025-11-15,2025-11-08,Dikembalikan,7.0
1779,TRX001780,USR00186,BK00903,2025-02-11,2025-02-25,2025-02-23,Dikembalikan,12.0
1780,TRX001781,USR00330,BK01279,2024-09-25,2024-10-09,2024-10-04,Dikembalikan,9.0
1781,TRX001782,USR00286,BK00278,2024-12-30,2025-01-13,2025-01-02,Dikembalikan,3.0
1782,TRX001783,USR00101,BK00340,2023-12-05,2023-12-19,2023-12-26,Terlambat,21.0
1783,TRX001784,USR00008,BK00551,2024-03-07,2024-03-21,2024-03-14,Dikembalikan,7.0
1784,TRX001785,USR00157,BK01237,2024-09-14,2024-09-28,2024-09-30,Terlambat,16.0
1785,TRX001786,USR00258,BK00438,2023-12-06,2023-12-20,2023-12-24,Terlambat,18.0
1786,TRX001787,USR00363,BK00028,2024-07-07,2024-07-21,2024-07-24,Terlambat,17.0
1787,TRX001788,USR00293,BK00508,2024-06-02,2024-06-16,2024-06-13,Dikembalikan,11.0
1788,TRX001789,USR00363,BK01173,2025-05-02,2025-05-16,2025-05-17,Terlambat,15.0
1789,TRX001790,USR00052,BK00947,2024-09-02,2024-09-16,2024-09-17,Terlambat,15.0
1790,TRX001791,USR00214,BK00483,2023-12-12,2023-12-26,2023-12-31,Terlambat,19.0
1791,TRX001792,USR00155,BK00100,2023-12-13,2023-12-27,2023-12-24,Dikembalikan,11.0
1792,TRX001793,USR00152,BK00569,2023-02-08,2023-02-22,2023-02-18,Dikembalikan,10.0
1793,TRX001794,USR00009,BK00081,2025-01-07,2025-01-21,2025-01-12,Dikembalikan,5.0
1794,TRX001795,USR00048,BK00879,2025-05-04,2025-05-18,2025-05-09,Dikembalikan,5.0
1795,TRX001796,USR00301,BK00838,2024-04-26,2024-05-10,2024-05-02,Dikembalikan,6.0
1796,TRX001797,USR00053,BK01217,2024-07-02,2024-07-16,2024-07-20,Terlambat,18.0
1797,TRX001798,USR00195,BK00393,2025-10-08,2025-10-22,2025-10-26,Terlambat,18.0
1798,TRX001799,USR00139,BK00543,2023-01-05,2023-01-19,2023-01-10,Dikembalikan,5.0
1799,TRX001800,USR00266,BK01289,2023-11-24,2023-12-08,2023-11-27,Dikembalikan,3.0
1800,TRX001801,USR00296,BK00843,2024-01-05,2024-01-19,2024-01-08,Dikembalikan,3.0
1801,TRX001802,USR00042,BK00751,2023-11-08,2023-11-22,2023-11-17,Dikembalikan,9.0
1802,TRX001803,USR00253,BK01037,2025-03-19,2025-04-02,2025-03-28,Dikembalikan,9.0
1803,TRX001804,USR00300,BK01023,2023-12-30,2024-01-13,2024-01-04,Dikembalikan,5.0
1804,TRX001805,USR00349,BK00883,2025-09-18,2025-10-02,2025-09-26,Dikembalikan,8.0
1805,TRX001806,USR00340,BK00687,2024-05-16,2024-05-30,2024-05-22,Dikembalikan,6.0
1806,TRX001807,USR00191,BK01213,2025-03-27,2025-04-10,2025-04-17,Terlambat,21.0
1807,TRX001808,USR00341,BK01357,2023-08-04,2023-08-18,2023-08-25,Terlambat,21.0
1808,TRX001809,USR00127,BK00690,2023-06-12,2023-06-26,2023-06-29,Terlambat,17.0
1809,TRX001810,USR00114,BK00394,2024-03-11,2024-03-25,2024-03-19,Dikembalikan,8.0
1810,TRX001811,USR00365,BK01362,2025-12-20,2026-01-03,,Dipinjam,belum_kembali
1811,TRX001812,USR00137,BK00428,2025-11-11,2025-11-25,2025-11-29,Terlambat,18.0
1812,TRX001813,USR00050,BK00759,2024-09-15,2024-09-29,2024-10-01,Terlambat,16.0
1813,TRX001814,USR00203,BK01343,2025-07-15,2025-07-29,2025-07-18,Dikembalikan,3.0
1814,TRX001815,USR00057,BK00851,2023-03-09,2023-03-23,2023-03-20,Dikembalikan,11.0
1815,TRX001816,USR00160,BK01259,2025-11-30,2025-12-14,2025-12-03,Dikembalikan,3.0
1816,TRX001817,USR00115,BK01063,2024-08-02,2024-08-16,2024-08-23,Terlambat,21.0
1817,TRX001818,USR00295,BK00118,2023-12-10,2023-12-24,2023-12-16,Dikembalikan,6.0
1818,TRX001819,USR00067,BK01022,2023-12-31,2024-01-14,2024-01-11,Dikembalikan,11.0
1819,TRX001820,USR00008,BK00506,2024-12-18,2025-01-01,2024-12-26,Dikembalikan,8.0
1820,TRX001821,USR00315,BK00771,2023-10-30,2023-11-13,2023-11-03,Dikembalikan,4.0
1821,TRX001822,USR00252,BK01339,2023-07-22,2023-08-05,2023-08-07,Terlambat,16.0
1822,TRX001823,USR00152,BK00682,2023-12-09,2023-12-23,2023-12-24,Terlambat,15.0
1823,TRX001824,USR00037,BK01089,2023-06-20,2023-07-04,2023-07-05,Terlambat,15.0
1824,TRX001825,USR00171,BK00764,2025-08-17,2025-08-31,2025-09-06,Terlambat,20.0
1825,TRX001826,USR00325,BK00494,2024-10-17,2024-10-31,2024-10-23,Dikembalikan,6.0
1826,TRX001827,USR00341,BK00998,2023-12-13,2023-12-27,2023-12-29,Terlambat,16.0
1827,TRX001828,USR00335,BK00857,2024-09-04,2024-09-18,2024-09-09,Dikembalikan,5.0
1828,TRX001829,USR00288,BK01305,2024-03-03,2024-03-17,2024-03-06,Dikembalikan,3.0
1829,TRX001830,USR00277,BK00464,2023-06-08,2023-06-22,2023-06-27,Terlambat,19.0
1830,TRX001831,USR00226,BK01220,2023-02-26,2023-03-12,2023-03-15,Terlambat,17.0
1831,TRX001832,USR00178,BK00768,2023-12-02,2023-12-16,2023-12-22,Terlambat,20.0
1832,TRX001833,USR00132,BK00511,2025-10-13,2025-10-27,2025-11-01,Terlambat,19.0
1833,TRX001834,USR00374,BK00523,2024-04-10,2024-04-24,2024-04-13,Dikembalikan,3.0
1834,TRX001835,USR00210,BK01196,2023-03-24,2023-04-07,2023-04-06,Dikembalikan,13.0
1835,TRX001836,USR00143,BK00346,2023-01-16,2023-01-30,2023-01-21,Dikembalikan,5.0
1836,TRX001837,USR00099,BK01211,2024-05-11,2024-05-25,2024-05-18,Dikembalikan,7.0
1837,TRX001838,USR00271,BK00686,2023-09-25,2023-10-09,2023-09-28,Dikembalikan,3.0
1838,TRX001839,USR00162,BK00721,2024-06-07,2024-06-21,2024-06-10,Dikembalikan,3.0
1839,TRX001840,USR00071,BK01223,2023-05-30,2023-06-13,2023-06-03,Dikembalikan,4.0
1840,TRX001841,USR00137,BK00381,2023-05-12,2023-05-26,2023-05-17,Dikembalikan,5.0
1841,TRX001842,USR00222,BK00414,2025-08-30,2025-09-13,2025-09-04,Dikembalikan,5.0
1842,TRX001843,USR00305,BK00265,2024-07-10,2024-07-24,2024-07-30,Terlambat,20.0
1843,TRX001844,USR00203,BK01284,2025-11-10,2025-11-24,2025-11-30,Terlambat,20.0
1844,TRX001845,USR00109,BK00655,2023-12-01,2023-12-15,2023-12-12,Dikembalikan,11.0
1845,TRX001846,USR00361,BK00732,2024-09-22,2024-10-06,2024-10-04,Dikembalikan,12.0
1846,TRX001847,USR00200,BK01195,2023-05-08,2023-05-22,2023-05-14,Dikembalikan,6.0
1847,TRX001848,USR00148,BK00488,2024-11-17,2024-12-01,2024-12-03,Terlambat,16.0
1848,TRX001849,USR00089,BK00407,2023-05-26,2023-06-09,2023-06-16,Terlambat,21.0
1849,TRX001850,USR00247,BK00211,2023-03-01,2023-03-15,2023-03-07,Dikembalikan,6.0
1850,TRX001851,USR00338,BK00260,2025-07-10,2025-07-24,2025-07-26,Terlambat,16.0
1851,TRX001852,USR00093,BK00593,2025-08-13,2025-08-27,2025-08-17,Dikembalikan,4.0
1852,TRX001853,USR00215,BK01180,2024-05-30,2024-06-13,2024-06-13,Dikembalikan,14.0
1853,TRX001854,USR00163,BK01230,2025-06-20,2025-07-04,2025-07-07,Terlambat,17.0
1854,TRX001855,USR00020,BK00530,2023-11-01,2023-11-15,2023-11-05,Dikembalikan,4.0
1855,TRX001856,USR00208,BK00955,2025-12-25,2026-01-08,,Dipinjam,belum_kembali
1856,TRX001857,USR00134,BK00756,2024-04-27,2024-05-11,2024-05-11,Dikembalikan,14.0
1857,TRX001858,USR00198,BK00701,2023-12-18,2024-01-01,2023-12-27,Dikembalikan,9.0
1858,TRX001859,USR00165,BK00619,2023-02-02,2023-02-16,2023-02-10,Dikembalikan,8.0
1859,TRX001860,USR00084,BK01235,2025-10-27,2025-11-10,2025-11-11,Terlambat,15.0
1860,TRX001861,USR00230,BK00736,2025-02-25,2025-03-11,2025-03-09,Dikembalikan,12.0
1861,TRX001862,USR00034,BK00595,2024-05-23,2024-06-06,2024-06-13,Terlambat,21.0
1862,TRX001863,USR00219,BK01294,2024-12-11,2024-12-25,2024-12-18,Dikembalikan,7.0
1863,TRX001864,USR00055,BK01180,2025-07-18,2025-08-01,2025-08-02,Terlambat,15.0
1864,TRX001865,USR00249,BK00782,2024-04-07,2024-04-21,2024-04-17,Dikembalikan,10.0
1865,TRX001866,USR00061,BK01035,2025-03-10,2025-03-24,2025-03-18,Dikembalikan,8.0
1866,TRX001867,USR00075,BK00116,2024-07-07,2024-07-21,2024-07-11,Dikembalikan,4.0
1867,TRX001868,USR00066,BK01075,2025-03-26,2025-04-09,2025-04-04,Dikembalikan,9.0
1868,TRX001869,USR00240,BK00666,2024-03-09,2024-03-23,2024-03-24,Terlambat,15.0
1869,TRX001870,USR00017,BK00704,2024-03-20,2024-04-03,2024-03-29,Dikembalikan,9.0
1870,TRX001871,USR00074,BK01214,2025-01-13,2025-01-27,2025-01-19,Dikembalikan,6.0
1871,TRX001872,USR00066,BK00933,2024-09-19,2024-10-03,2024-09-28,Dikembalikan,9.0
1872,TRX001873,USR00213,BK00428,2023-08-04,2023-08-18,2023-08-21,Terlambat,17.0
1873,TRX001874,USR00014,BK01297,2025-09-06,2025-09-20,2025-09-18,Dikembalikan,12.0
1874,TRX001875,USR00340,BK00595,2024-01-03,2024-01-17,2024-01-15,Dikembalikan,12.0
1875,TRX001876,USR00177,BK00611,2023-06-02,2023-06-16,2023-06-10,Dikembalikan,8.0
1876,TRX001877,USR00216,BK00058,2024-07-13,2024-07-27,2024-07-31,Terlambat,18.0
1877,TRX001878,USR00327,BK00498,2025-03-04,2025-03-18,2025-03-16,Dikembalikan,12.0
1878,TRX001879,USR00248,BK01180,2023-12-22,2024-01-05,2024-01-02,Dikembalikan,11.0
1879,TRX001880,USR00133,BK01007,2025-02-06,2025-02-20,2025-02-27,Terlambat,21.0
1880,TRX001881,USR00098,BK00316,2023-05-06,2023-05-20,2023-05-23,Terlambat,17.0
1881,TRX001882,USR00079,BK00732,2025-12-19,2026-01-02,,Dipinjam,belum_kembali
1882,TRX001883,USR00052,BK00495,2025-09-10,2025-09-24,2025-10-01,Terlambat,21.0
1883,TRX001884,USR00205,BK00818,2025-08-11,2025-08-25,2025-08-31,Terlambat,20.0
1884,TRX001885,USR00331,BK00950,2023-02-22,2023-03-08,2023-03-13,Terlambat,19.0
1885,TRX001886,USR00358,BK01008,2024-05-03,2024-05-17,2024-05-21,Terlambat,18.0
1886,TRX001887,USR00061,BK01246,2023-12-11,2023-12-25,2023-12-23,Dikembalikan,12.0
1887,TRX001888,USR00001,BK00417,2023-05-26,2023-06-09,2023-06-06,Dikembalikan,11.0
1888,TRX001889,USR00153,BK00467,2025-03-08,2025-03-22,2025-03-14,Dikembalikan,6.0
1889,TRX001890,USR00041,BK00333,2024-05-11,2024-05-25,2024-05-28,Terlambat,17.0
1890,TRX001891,USR00195,BK00362,2023-05-11,2023-05-25,2023-05-30,Terlambat,19.0
1891,TRX001892,USR00016,BK01206,2025-03-01,2025-03-15,2025-03-14,Dikembalikan,13.0
1892,TRX001893,USR00123,BK00308,2025-06-15,2025-06-29,2025-06-20,Dikembalikan,5.0
1893,TRX001894,USR00047,BK00408,2024-10-14,2024-10-28,2024-10-17,Dikembalikan,3.0
1894,TRX001895,USR00289,BK00954,2023-01-04,2023-01-18,2023-01-15,Dikembalikan,11.0
1895,TRX001896,USR00243,BK00350,2023-12-05,2023-12-19,2023-12-25,Terlambat,20.0
1896,TRX001897,USR00067,BK01023,2025-11-13,2025-11-27,2025-11-23,Dikembalikan,10.0
1897,TRX001898,USR00134,BK00743,2023-05-04,2023-05-18,2023-05-24,Terlambat,20.0
1898,TRX001899,USR00103,BK00752,2024-08-27,2024-09-10,2024-09-03,Dikembalikan,7.0
1899,TRX001900,USR00042,BK00732,2025-07-16,2025-07-30,2025-08-04,Terlambat,19.0
1900,TRX001901,USR00095,BK00442,2023-05-19,2023-06-02,2023-05-31,Dikembalikan,12.0
1901,TRX001902,USR00183,BK01277,2023-01-29,2023-02-12,2023-02-16,Terlambat,18.0
1902,TRX001903,USR00208,BK01024,2023-05-19,2023-06-02,2023-06-02,Dikembalikan,14.0
1903,TRX001904,USR00018,BK01328,2024-10-21,2024-11-04,2024-11-01,Dikembalikan,11.0
