,id_buku,judul,pengarang,penerbit,tahun_terbit,fakultas_terkait,prodi_terkait,kategori,sinopsis,tags,bahasa,jenis_koleksi,jumlah_halaman,isbn,stok,content_soup,content_soup_clean
633,BK00634,Panduan Farmasi Komunitas Edisi Ke-2,Oni Mayasari,Graha Ilmu,2007,"Fakultas Sains, Teknologi, & Kesehatan",Farmasi,Teknologi Farmasi & Pelayanan Kefarmasian,"Buku ini membahas secara mendalam tentang standar pelayanan farmasi profesional, pelayanan kefarmasian di rumah sakit, serta praktik farmasi klinis pasien. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","farmasi komunitas, teknologi farmasi, compounding obat, sediaan farmasi",Indonesia,E-book,152,978-0-405-78617-4,9999,"Panduan Farmasi Komunitas Edisi Ke-2 Teknologi Farmasi & Pelayanan Kefarmasian Teknologi Farmasi & Pelayanan Kefarmasian Teknologi Farmasi & Pelayanan Kefarmasian Buku ini membahas secara mendalam tentang standar pelayanan farmasi profesional, pelayanan kefarmasian di rumah sakit, serta praktik farmasi klinis pasien. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait. Oni Mayasari farmasi komunitas, teknologi farmasi, compounding obat, sediaan farmasi farmasi komunitas, teknologi farmasi, compounding obat, sediaan farmasi",pandu farmasi komunitas edisi teknologi farmasi layan farmasi teknologi farmasi layan farmasi teknologi farmasi layan farmasi buku bahas dalam standar layan farmasi profesional layan farmasi rumah sakit praktik farmasi klinis pasien rujuk kuliah teliti kait oni mayasari farmasi komunitas teknologi farmasi compounding obat sedia farmasi farmasi komunitas teknologi farmasi compounding obat sedia farmasi
634,BK00635,Dasar Teknologi Sediaan Farmasi,"Hasim Usada, Vino Budiyanto",Elex Media Komputindo,2018,"Fakultas Sains, Teknologi, & Kesehatan",Farmasi,Teknologi Farmasi & Pelayanan Kefarmasian,"Buku ini mengulas berbagai aspek penting dari teknologi pembuatan sediaan obat, praktik farmasi klinis pasien, serta pelayanan kefarmasian di rumah sakit. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","farmasi rumah sakit, sediaan farmasi, pelayanan kefarmasian, compounding obat",Indonesia,Fisik,138,978-0-382-49671-4,0,"Dasar Teknologi Sediaan Farmasi Teknologi Farmasi & Pelayanan Kefarmasian Teknologi Farmasi & Pelayanan Kefarmasian Teknologi Farmasi & Pelayanan Kefarmasian Buku ini mengulas berbagai aspek penting dari teknologi pembuatan sediaan obat, praktik farmasi klinis pasien, serta pelayanan kefarmasian di rumah sakit. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik. Hasim Usada, Vino Budiyanto farmasi rumah sakit, sediaan farmasi, pelayanan kefarmasian, compounding obat farmasi rumah sakit, sediaan farmasi, pelayanan kefarmasian, compounding obat",dasar teknologi sedia farmasi teknologi farmasi layan farmasi teknologi farmasi layan farmasi teknologi farmasi layan farmasi buku ulas aspek teknologi buat sedia obat praktik farmasi klinis pasien layan farmasi rumah sakit susun bahasa mudah paham kalang akademik hasim usada vino budiyanto farmasi rumah sakit sedia farmasi layan farmasi compounding obat farmasi rumah sakit sedia farmasi layan farmasi compounding obat
635,BK00636,Dasar Farmasi Komunitas,"Hj. Olivia Putra, S.E.I, Puput Narpati",Salemba Empat,2017,"Fakultas Sains, Teknologi, & Kesehatan",Farmasi,Teknologi Farmasi & Pelayanan Kefarmasian,"Buku ini membahas secara mendalam tentang teknologi pembuatan sediaan obat, pelayanan kefarmasian di rumah sakit, serta standar pelayanan farmasi profesional. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","compounding obat, farmasi komunitas, teknologi farmasi, pelayanan kefarmasian",Indonesia,Fisik,159,978-1-870079-42-6,1,"Dasar Farmasi Komunitas Teknologi Farmasi & Pelayanan Kefarmasian Teknologi Farmasi & Pelayanan Kefarmasian Teknologi Farmasi & Pelayanan Kefarmasian Buku ini membahas secara mendalam tentang teknologi pembuatan sediaan obat, pelayanan kefarmasian di rumah sakit, serta standar pelayanan farmasi profesional. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait. Hj. Olivia Putra, S.E.I, Puput Narpati compounding obat, farmasi komunitas, teknologi farmasi, pelayanan kefarmasian compounding obat, farmasi komunitas, teknologi farmasi, pelayanan kefarmasian",dasar farmasi komunitas teknologi farmasi layan farmasi teknologi farmasi layan farmasi teknologi farmasi layan farmasi buku bahas dalam teknologi buat sedia obat layan farmasi rumah sakit standar layan farmasi profesional rujuk kuliah teliti kait hj olivia putra puput narpati compounding obat farmasi komunitas teknologi farmasi layan farmasi compounding obat farmasi komunitas teknologi farmasi layan farmasi
636,BK00637,Teknologi Farmasi Rumah Sakit,Asmuni Laksmiwati,Bumi Aksara,2005,"Fakultas Sains, Teknologi, & Kesehatan",Farmasi,Teknologi Farmasi & Pelayanan Kefarmasian,"Buku ini memberikan pemahaman menyeluruh tentang standar pelayanan farmasi profesional, praktik farmasi klinis pasien, serta teknologi pembuatan sediaan obat. Membantu pembaca membangun pemahaman konseptual maupun praktis.","farmasi rumah sakit, teknologi farmasi, pelayanan kefarmasian, sediaan farmasi",Indonesia,Fisik,223,978-1-65398-402-2,1,"Teknologi Farmasi Rumah Sakit Teknologi Farmasi & Pelayanan Kefarmasian Teknologi Farmasi & Pelayanan Kefarmasian Teknologi Farmasi & Pelayanan Kefarmasian Buku ini memberikan pemahaman menyeluruh tentang standar pelayanan farmasi profesional, praktik farmasi klinis pasien, serta teknologi pembuatan sediaan obat. Membantu pembaca membangun pemahaman konseptual maupun praktis. Asmuni Laksmiwati farmasi rumah sakit, teknologi farmasi, pelayanan kefarmasian, sediaan farmasi farmasi rumah sakit, teknologi farmasi, pelayanan kefarmasian, sediaan farmasi",teknologi farmasi rumah sakit teknologi farmasi layan farmasi teknologi farmasi layan farmasi teknologi farmasi layan farmasi buku paham standar layan farmasi profesional praktik farmasi klinis pasien teknologi buat sedia obat bantu baca bangun paham konseptual praktis asmuni laksmiwati farmasi rumah sakit teknologi farmasi layan farmasi sedia farmasi farmasi rumah sakit teknologi farmasi layan farmasi sedia farmasi
637,BK00638,Dasar Farmasi Komunitas,"Patricia Pratiwi, S.Pt",UI Press,2017,"Fakultas Sains, Teknologi, & Kesehatan",Farmasi,Teknologi Farmasi & Pelayanan Kefarmasian,"Buku ini membahas secara mendalam tentang praktik farmasi klinis pasien, teknologi pembuatan sediaan obat, serta manajemen obat dan compounding. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","farmasi rumah sakit, pelayanan kefarmasian, compounding obat, farmasi komunitas",Indonesia,Fisik,234,978-0-612-84639-5,0,"Dasar Farmasi Komunitas Teknologi Farmasi & Pelayanan Kefarmasian Teknologi Farmasi & Pelayanan Kefarmasian Teknologi Farmasi & Pelayanan Kefarmasian Buku ini membahas secara mendalam tentang praktik farmasi klinis pasien, teknologi pembuatan sediaan obat, serta manajemen obat dan compounding. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait. Patricia Pratiwi, S.Pt farmasi rumah sakit, pelayanan kefarmasian, compounding obat, farmasi komunitas farmasi rumah sakit, pelayanan kefarmasian, compounding obat, farmasi komunitas",dasar farmasi komunitas teknologi farmasi layan farmasi teknologi farmasi layan farmasi teknologi farmasi layan farmasi buku bahas dalam praktik farmasi klinis pasien teknologi buat sedia obat manajemen obat compounding rujuk kuliah teliti kait patricia pratiwi pt farmasi rumah sakit layan farmasi compounding obat farmasi komunitas farmasi rumah sakit layan farmasi compounding obat farmasi komunitas
638,BK00639,Pengantar Farmasi Komunitas,KH. Galiono Zulaika,Kencana Prenada,2020,"Fakultas Sains, Teknologi, & Kesehatan",Farmasi,Teknologi Farmasi & Pelayanan Kefarmasian,"Buku ini menyajikan kajian komprehensif mengenai pelayanan kefarmasian di rumah sakit, standar pelayanan farmasi profesional, serta praktik farmasi klinis pasien. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","farmasi komunitas, compounding obat, sediaan farmasi, teknologi farmasi",Indonesia,Fisik,326,978-1-74355-379-4,7,"Pengantar Farmasi Komunitas Teknologi Farmasi & Pelayanan Kefarmasian Teknologi Farmasi & Pelayanan Kefarmasian Teknologi Farmasi & Pelayanan Kefarmasian Buku ini menyajikan kajian komprehensif mengenai pelayanan kefarmasian di rumah sakit, standar pelayanan farmasi profesional, serta praktik farmasi klinis pasien. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan. KH. Galiono Zulaika farmasi komunitas, compounding obat, sediaan farmasi, teknologi farmasi farmasi komunitas, compounding obat, sediaan farmasi, teknologi farmasi",antar farmasi komunitas teknologi farmasi layan farmasi teknologi farmasi layan farmasi teknologi farmasi layan farmasi buku saji kaji komprehensif layan farmasi rumah sakit standar layan farmasi profesional praktik farmasi klinis pasien lengkap contoh studi lapang relevan kh galiono zulaika farmasi komunitas compounding obat sedia farmasi teknologi farmasi farmasi komunitas compounding obat sedia farmasi teknologi farmasi
639,BK00640,Teknologi Farmasi Komunitas,Anita Mansur,Pustaka Pelajar,2022,"Fakultas Sains, Teknologi, & Kesehatan",Farmasi,Teknologi Farmasi & Pelayanan Kefarmasian,"Buku ini mengulas berbagai aspek penting dari standar pelayanan farmasi profesional, manajemen obat dan compounding, serta pelayanan kefarmasian di rumah sakit. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","compounding obat, farmasi rumah sakit, teknologi farmasi, sediaan farmasi",Inggris,Fisik,453,978-1-00-268768-0,3,"Teknologi Farmasi Komunitas Teknologi Farmasi & Pelayanan Kefarmasian Teknologi Farmasi & Pelayanan Kefarmasian Teknologi Farmasi & Pelayanan Kefarmasian Buku ini mengulas berbagai aspek penting dari standar pelayanan farmasi profesional, manajemen obat dan compounding, serta pelayanan kefarmasian di rumah sakit. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan. Anita Mansur compounding obat, farmasi rumah sakit, teknologi farmasi, sediaan farmasi compounding obat, farmasi rumah sakit, teknologi farmasi, sediaan farmasi",teknologi farmasi komunitas teknologi farmasi layan farmasi teknologi farmasi layan farmasi teknologi farmasi layan farmasi buku ulas aspek standar layan farmasi profesional manajemen obat compounding layan farmasi rumah sakit lengkap contoh studi lapang relevan anita mansur compounding obat farmasi rumah sakit teknologi farmasi sedia farmasi compounding obat farmasi rumah sakit teknologi farmasi sedia farmasi
640,BK00641,Panduan Farmasi Komunitas,Pandu Yulianti,Rajawali Pers,2021,"Fakultas Sains, Teknologi, & Kesehatan",Farmasi,Teknologi Farmasi & Pelayanan Kefarmasian,"Buku ini membahas secara mendalam tentang pelayanan kefarmasian di rumah sakit, manajemen obat dan compounding, serta standar pelayanan farmasi profesional. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","farmasi komunitas, teknologi farmasi, sediaan farmasi, farmasi rumah sakit",Indonesia,Fisik,344,978-0-7156-9562-3,1,"Panduan Farmasi Komunitas Teknologi Farmasi & Pelayanan Kefarmasian Teknologi Farmasi & Pelayanan Kefarmasian Teknologi Farmasi & Pelayanan Kefarmasian Buku ini membahas secara mendalam tentang pelayanan kefarmasian di rumah sakit, manajemen obat dan compounding, serta standar pelayanan farmasi profesional. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan. Pandu Yulianti farmasi komunitas, teknologi farmasi, sediaan farmasi, farmasi rumah sakit farmasi komunitas, teknologi farmasi, sediaan farmasi, farmasi rumah sakit",pandu farmasi komunitas teknologi farmasi layan farmasi teknologi farmasi layan farmasi teknologi farmasi layan farmasi buku bahas dalam layan farmasi rumah sakit manajemen obat compounding standar layan farmasi profesional lengkap contoh studi lapang relevan pandu yulianti farmasi komunitas teknologi farmasi sedia farmasi farmasi rumah sakit farmasi komunitas teknologi farmasi sedia farmasi farmasi rumah sakit
641,BK00642,Panduan Farmasi Komunitas Edisi Terbaru,"Cut Dewi Hariyah, S.I.Kom, Ibun Anggriawan",Graha Ilmu,2021,"Fakultas Sains, Teknologi, & Kesehatan",Farmasi,Teknologi Farmasi & Pelayanan Kefarmasian,"Buku ini mengulas berbagai aspek penting dari praktik farmasi klinis pasien, pelayanan kefarmasian di rumah sakit, serta teknologi pembuatan sediaan obat. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","sediaan farmasi, pelayanan kefarmasian, farmasi komunitas, teknologi farmasi",Indonesia,E-book,452,978-0-453-19433-4,9999,"Panduan Farmasi Komunitas Edisi Terbaru Teknologi Farmasi & Pelayanan Kefarmasian Teknologi Farmasi & Pelayanan Kefarmasian Teknologi Farmasi & Pelayanan Kefarmasian Buku ini mengulas berbagai aspek penting dari praktik farmasi klinis pasien, pelayanan kefarmasian di rumah sakit, serta teknologi pembuatan sediaan obat. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik. Cut Dewi Hariyah, S.I.Kom, Ibun Anggriawan sediaan farmasi, pelayanan kefarmasian, farmasi komunitas, teknologi farmasi sediaan farmasi, pelayanan kefarmasian, farmasi komunitas, teknologi farmasi",pandu farmasi komunitas edisi baru teknologi farmasi layan farmasi teknologi farmasi layan farmasi teknologi farmasi layan farmasi buku ulas aspek praktik farmasi klinis pasien layan farmasi rumah sakit teknologi buat sedia obat susun bahasa mudah paham kalang akademik cut dewi hariyah kom ibun anggriawan sedia farmasi layan farmasi farmasi komunitas teknologi farmasi sedia farmasi layan farmasi farmasi komunitas teknologi farmasi
642,BK00643,Pengantar Pelayanan Kefarmasian,"Karen Firgantoro, Nilam Sudiati",Pustaka Pelajar,2021,"Fakultas Sains, Teknologi, & Kesehatan",Farmasi,Teknologi Farmasi & Pelayanan Kefarmasian,"Buku ini menyajikan kajian komprehensif mengenai manajemen obat dan compounding, teknologi pembuatan sediaan obat, serta standar pelayanan farmasi profesional. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","sediaan farmasi, compounding obat, farmasi komunitas, farmasi rumah sakit",Indonesia,Fisik,333,978-0-361-49872-2,2,"Pengantar Pelayanan Kefarmasian Teknologi Farmasi & Pelayanan Kefarmasian Teknologi Farmasi & Pelayanan Kefarmasian Teknologi Farmasi & Pelayanan Kefarmasian Buku ini menyajikan kajian komprehensif mengenai manajemen obat dan compounding, teknologi pembuatan sediaan obat, serta standar pelayanan farmasi profesional. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan. Karen Firgantoro, Nilam Sudiati sediaan farmasi, compounding obat, farmasi komunitas, farmasi rumah sakit sediaan farmasi, compounding obat, farmasi komunitas, farmasi rumah sakit",antar layan farmasi teknologi farmasi layan farmasi teknologi farmasi layan farmasi teknologi farmasi layan farmasi buku saji kaji komprehensif manajemen obat compounding teknologi buat sedia obat standar layan farmasi profesional lengkap contoh studi lapang relevan karen firgantoro nilam sudiati sedia farmasi compounding obat farmasi komunitas farmasi rumah sakit sedia farmasi compounding obat farmasi komunitas farmasi rumah sakit
643,BK00644,Panduan Farmasi Rumah Sakit,"Sutan Maryanto Pratiwi, Mahmud Suartini, M.Farm",Nuha Medika,2024,"Fakultas Sains, Teknologi, & Kesehatan",Farmasi,Teknologi Farmasi & Pelayanan Kefarmasian,"Buku ini membahas secara mendalam tentang pelayanan kefarmasian di rumah sakit, manajemen obat dan compounding, serta teknologi pembuatan sediaan obat. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","farmasi komunitas, farmasi rumah sakit, sediaan farmasi, compounding obat",Indonesia,Fisik,299,978-0-921249-38-2,8,"Panduan Farmasi Rumah Sakit Teknologi Farmasi & Pelayanan Kefarmasian Teknologi Farmasi & Pelayanan Kefarmasian Teknologi Farmasi & Pelayanan Kefarmasian Buku ini membahas secara mendalam tentang pelayanan kefarmasian di rumah sakit, manajemen obat dan compounding, serta teknologi pembuatan sediaan obat. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi. Sutan Maryanto Pratiwi, Mahmud Suartini, M.Farm farmasi komunitas, farmasi rumah sakit, sediaan farmasi, compounding obat farmasi komunitas, farmasi rumah sakit, sediaan farmasi, compounding obat",pandu farmasi rumah sakit teknologi farmasi layan farmasi teknologi farmasi layan farmasi teknologi farmasi layan farmasi buku bahas dalam layan farmasi rumah sakit manajemen obat compounding teknologi buat sedia obat cocok referensi utama mahasiswa praktisi sutan maryanto pratiwi mahmud suartini farm farmasi komunitas farmasi rumah sakit sedia farmasi compounding obat farmasi komunitas farmasi rumah sakit sedia farmasi compounding obat
644,BK00645,Farmasi Rumah Sakit: Praktik dan Pelayanan,"Violet Saefullah, S.Kom, Hj. Ayu Wastuti, M.Pd",Andi Publisher,2011,"Fakultas Sains, Teknologi, & Kesehatan",Farmasi,Teknologi Farmasi & Pelayanan Kefarmasian,"Buku ini dirancang sebagai panduan untuk memahami standar pelayanan farmasi profesional, manajemen obat dan compounding, serta teknologi pembuatan sediaan obat. Membantu pembaca membangun pemahaman konseptual maupun praktis.","pelayanan kefarmasian, sediaan farmasi, compounding obat, farmasi rumah sakit",Indonesia,Fisik,494,978-1-06-056641-5,3,"Farmasi Rumah Sakit: Praktik dan Pelayanan Teknologi Farmasi & Pelayanan Kefarmasian Teknologi Farmasi & Pelayanan Kefarmasian Teknologi Farmasi & Pelayanan Kefarmasian Buku ini dirancang sebagai panduan untuk memahami standar pelayanan farmasi profesional, manajemen obat dan compounding, serta teknologi pembuatan sediaan obat. Membantu pembaca membangun pemahaman konseptual maupun praktis. Violet Saefullah, S.Kom, Hj. Ayu Wastuti, M.Pd pelayanan kefarmasian, sediaan farmasi, compounding obat, farmasi rumah sakit pelayanan kefarmasian, sediaan farmasi, compounding obat, farmasi rumah sakit",farmasi rumah sakit praktik layan teknologi farmasi layan farmasi teknologi farmasi layan farmasi teknologi farmasi layan farmasi buku rancang pandu paham standar layan farmasi profesional manajemen obat compounding teknologi buat sedia obat bantu baca bangun paham konseptual praktis violet saefullah kom hj ayu wastuti pd layan farmasi sedia farmasi compounding obat farmasi rumah sakit layan farmasi sedia farmasi compounding obat farmasi rumah sakit
645,BK00646,Pengantar Pelayanan Kefarmasian,"Karja Hastuti, M.Kom., Padma Gunawan",Deepublish,2011,"Fakultas Sains, Teknologi, & Kesehatan",Farmasi,Teknologi Farmasi & Pelayanan Kefarmasian,"Buku ini dirancang sebagai panduan untuk memahami standar pelayanan farmasi profesional, praktik farmasi klinis pasien, serta manajemen obat dan compounding. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","sediaan farmasi, farmasi komunitas, pelayanan kefarmasian, farmasi rumah sakit",Indonesia,Fisik,230,978-0-468-75063-1,1,"Pengantar Pelayanan Kefarmasian Teknologi Farmasi & Pelayanan Kefarmasian Teknologi Farmasi & Pelayanan Kefarmasian Teknologi Farmasi & Pelayanan Kefarmasian Buku ini dirancang sebagai panduan untuk memahami standar pelayanan farmasi profesional, praktik farmasi klinis pasien, serta manajemen obat dan compounding. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait. Karja Hastuti, M.Kom., Padma Gunawan sediaan farmasi, farmasi komunitas, pelayanan kefarmasian, farmasi rumah sakit sediaan farmasi, farmasi komunitas, pelayanan kefarmasian, farmasi rumah sakit",antar layan farmasi teknologi farmasi layan farmasi teknologi farmasi layan farmasi teknologi farmasi layan farmasi buku rancang pandu paham standar layan farmasi profesional praktik farmasi klinis pasien manajemen obat compounding rujuk kuliah teliti kait karja hastuti kom padma gunawan sedia farmasi farmasi komunitas layan farmasi farmasi rumah sakit sedia farmasi farmasi komunitas layan farmasi farmasi rumah sakit
646,BK00647,Pengantar Teknologi Sediaan Farmasi,"Cindy Pertiwi, Dt. Okto Prasetyo, S.Farm",Rajawali Pers,2014,"Fakultas Sains, Teknologi, & Kesehatan",Farmasi,Teknologi Farmasi & Pelayanan Kefarmasian,"Buku ini memberikan pemahaman menyeluruh tentang manajemen obat dan compounding, standar pelayanan farmasi profesional, serta praktik farmasi klinis pasien. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","teknologi farmasi, farmasi komunitas, farmasi rumah sakit, compounding obat",Indonesia,E-book,321,978-0-325-41107-1,9999,"Pengantar Teknologi Sediaan Farmasi Teknologi Farmasi & Pelayanan Kefarmasian Teknologi Farmasi & Pelayanan Kefarmasian Teknologi Farmasi & Pelayanan Kefarmasian Buku ini memberikan pemahaman menyeluruh tentang manajemen obat dan compounding, standar pelayanan farmasi profesional, serta praktik farmasi klinis pasien. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik. Cindy Pertiwi, Dt. Okto Prasetyo, S.Farm teknologi farmasi, farmasi komunitas, farmasi rumah sakit, compounding obat teknologi farmasi, farmasi komunitas, farmasi rumah sakit, compounding obat",antar teknologi sedia farmasi teknologi farmasi layan farmasi teknologi farmasi layan farmasi teknologi farmasi layan farmasi buku paham manajemen obat compounding standar layan farmasi profesional praktik farmasi klinis pasien susun bahasa mudah paham kalang akademik cindy pertiwi dt okto prasetyo farm teknologi farmasi farmasi komunitas farmasi rumah sakit compounding obat teknologi farmasi farmasi komunitas farmasi rumah sakit compounding obat
647,BK00648,Panduan Farmasi Komunitas,Yani Dongoran,Nuha Medika,2018,"Fakultas Sains, Teknologi, & Kesehatan",Farmasi,Teknologi Farmasi & Pelayanan Kefarmasian,"Buku ini mengulas berbagai aspek penting dari teknologi pembuatan sediaan obat, standar pelayanan farmasi profesional, serta praktik farmasi klinis pasien. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","compounding obat, sediaan farmasi, teknologi farmasi, farmasi komunitas",Inggris,E-book,523,978-1-317-35058-3,9999,"Panduan Farmasi Komunitas Teknologi Farmasi & Pelayanan Kefarmasian Teknologi Farmasi & Pelayanan Kefarmasian Teknologi Farmasi & Pelayanan Kefarmasian Buku ini mengulas berbagai aspek penting dari teknologi pembuatan sediaan obat, standar pelayanan farmasi profesional, serta praktik farmasi klinis pasien. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan. Yani Dongoran compounding obat, sediaan farmasi, teknologi farmasi, farmasi komunitas compounding obat, sediaan farmasi, teknologi farmasi, farmasi komunitas",pandu farmasi komunitas teknologi farmasi layan farmasi teknologi farmasi layan farmasi teknologi farmasi layan farmasi buku ulas aspek teknologi buat sedia obat standar layan farmasi profesional praktik farmasi klinis pasien lengkap contoh studi lapang relevan yani dongoran compounding obat sedia farmasi teknologi farmasi farmasi komunitas compounding obat sedia farmasi teknologi farmasi farmasi komunitas
648,BK00649,Teknologi Compounding Obat,"Sutan Warsa Hidayanto, M.Ak",PT Grasindo,2011,"Fakultas Sains, Teknologi, & Kesehatan",Farmasi,Teknologi Farmasi & Pelayanan Kefarmasian,"Buku ini dirancang sebagai panduan untuk memahami praktik farmasi klinis pasien, manajemen obat dan compounding, serta pelayanan kefarmasian di rumah sakit. Membantu pembaca membangun pemahaman konseptual maupun praktis.","farmasi rumah sakit, teknologi farmasi, compounding obat, farmasi komunitas",Indonesia,Fisik,502,978-0-7911-0065-3,0,"Teknologi Compounding Obat Teknologi Farmasi & Pelayanan Kefarmasian Teknologi Farmasi & Pelayanan Kefarmasian Teknologi Farmasi & Pelayanan Kefarmasian Buku ini dirancang sebagai panduan untuk memahami praktik farmasi klinis pasien, manajemen obat dan compounding, serta pelayanan kefarmasian di rumah sakit. Membantu pembaca membangun pemahaman konseptual maupun praktis. Sutan Warsa Hidayanto, M.Ak farmasi rumah sakit, teknologi farmasi, compounding obat, farmasi komunitas farmasi rumah sakit, teknologi farmasi, compounding obat, farmasi komunitas",teknologi compounding obat teknologi farmasi layan farmasi teknologi farmasi layan farmasi teknologi farmasi layan farmasi buku rancang pandu paham praktik farmasi klinis pasien manajemen obat compounding layan farmasi rumah sakit bantu baca bangun paham konseptual praktis sutan warsa hidayanto ak farmasi rumah sakit teknologi farmasi compounding obat farmasi komunitas farmasi rumah sakit teknologi farmasi compounding obat farmasi komunitas
649,BK00650,Panduan Pelayanan Kefarmasian,"Puti Violet Mahendra, S.Gz, drg. Asman Sihombing, M.Ak",Pustaka Pelajar,2013,"Fakultas Sains, Teknologi, & Kesehatan",Farmasi,Teknologi Farmasi & Pelayanan Kefarmasian,"Buku ini mengulas berbagai aspek penting dari praktik farmasi klinis pasien, pelayanan kefarmasian di rumah sakit, serta standar pelayanan farmasi profesional. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","compounding obat, farmasi komunitas, teknologi farmasi, farmasi rumah sakit",Inggris,Fisik,476,978-0-10-804661-2,4,"Panduan Pelayanan Kefarmasian Teknologi Farmasi & Pelayanan Kefarmasian Teknologi Farmasi & Pelayanan Kefarmasian Teknologi Farmasi & Pelayanan Kefarmasian Buku ini mengulas berbagai aspek penting dari praktik farmasi klinis pasien, pelayanan kefarmasian di rumah sakit, serta standar pelayanan farmasi profesional. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi. Puti Violet Mahendra, S.Gz, drg. Asman Sihombing, M.Ak compounding obat, farmasi komunitas, teknologi farmasi, farmasi rumah sakit compounding obat, farmasi komunitas, teknologi farmasi, farmasi rumah sakit",pandu layan farmasi teknologi farmasi layan farmasi teknologi farmasi layan farmasi teknologi farmasi layan farmasi buku ulas aspek praktik farmasi klinis pasien layan farmasi rumah sakit standar layan farmasi profesional cocok referensi utama mahasiswa praktisi puti violet mahendra gz drg asman sihombing ak compounding obat farmasi komunitas teknologi farmasi farmasi rumah sakit compounding obat farmasi komunitas teknologi farmasi farmasi rumah sakit
650,BK00651,Teknologi Compounding Obat,drg. Gina Rahimah,UI Press,2006,"Fakultas Sains, Teknologi, & Kesehatan",Farmasi,Teknologi Farmasi & Pelayanan Kefarmasian,"Buku ini dirancang sebagai panduan untuk memahami teknologi pembuatan sediaan obat, manajemen obat dan compounding, serta praktik farmasi klinis pasien. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","pelayanan kefarmasian, sediaan farmasi, farmasi komunitas, farmasi rumah sakit",Indonesia,E-book,485,978-1-67699-150-2,9999,"Teknologi Compounding Obat Teknologi Farmasi & Pelayanan Kefarmasian Teknologi Farmasi & Pelayanan Kefarmasian Teknologi Farmasi & Pelayanan Kefarmasian Buku ini dirancang sebagai panduan untuk memahami teknologi pembuatan sediaan obat, manajemen obat dan compounding, serta praktik farmasi klinis pasien. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi. drg. Gina Rahimah pelayanan kefarmasian, sediaan farmasi, farmasi komunitas, farmasi rumah sakit pelayanan kefarmasian, sediaan farmasi, farmasi komunitas, farmasi rumah sakit",teknologi compounding obat teknologi farmasi layan farmasi teknologi farmasi layan farmasi teknologi farmasi layan farmasi buku rancang pandu paham teknologi buat sedia obat manajemen obat compounding praktik farmasi klinis pasien cocok referensi utama mahasiswa praktisi drg gina rahimah layan farmasi sedia farmasi farmasi komunitas farmasi rumah sakit layan farmasi sedia farmasi farmasi komunitas farmasi rumah sakit
