,id_transaksi,id_user,id_buku,tanggal_pinjam,tanggal_kembali_rencana,tanggal_kembali_aktual,status,lama_waktu_pinjam(hari),judul,pengarang,penerbit,tahun_terbit,fakultas_terkait,prodi_terkait,kategori,sinopsis,tags,bahasa,jenis_koleksi,jumlah_halaman,isbn,stok
799,TRX002156,USR00063,BK00217,2024-08-22,2024-09-05,2024-09-12,Terlambat,21.0,Dasar-Dasar Keamanan Informasi,Rina Mandala,Nuha Medika,2014,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Jaringan & Keamanan Siber,"Buku ini memberikan pemahaman menyeluruh tentang sistem enkripsi, proteksi data digital, serta ancaman siber. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","protokol jaringan, firewall, kriptografi, enkripsi",Indonesia,Fisik,331,978-1-278-28274-9,8
800,TRX002157,USR00093,BK00470,2025-11-05,2025-11-19,2025-11-25,Terlambat,20.0,Pengantar Manajemen Logistik,Salsabila Mahendra,Alfabeta,2010,"Fakultas Sains, Teknologi, & Kesehatan",Teknik Industri,Ergonomi & Rantai Pasok,"Buku ini dirancang sebagai panduan untuk memahami optimalisasi jaringan logistik, keselamatan dan kesehatan kerja industri, serta analisis ergonomi tempat kerja. Membantu pembaca membangun pemahaman konseptual maupun praktis.","rantai pasok, k3, logistik, supply chain",Indonesia,E-book,286,978-0-10-276212-9,9999
801,TRX002161,USR00025,BK00025,2023-04-27,2023-05-11,2023-05-15,Terlambat,18.0,Algoritma dan Algoritma,Wardi Tampubolon,Graha Ilmu,2014,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Pemrograman & Algoritma,"Buku ini menyajikan kajian komprehensif mengenai pengembangan perangkat lunak, logika pemrograman, serta pemecahan masalah komputasional. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","logika komputasi, java, coding, kompleksitas",Indonesia,Fisik,464,978-0-542-78498-9,4
802,TRX002166,USR00285,BK01029,2024-04-20,2024-05-04,2024-05-08,Terlambat,18.0,Pengantar Tata Kelola Perusahaan,"Queen Palastri, Ir. Elon Puspita, M.TI.",Informatika Bandung,2006,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Administrasi & Manajemen Bisnis,"Buku ini membahas secara mendalam tentang administrasi dan operasional bisnis, efisiensi operasional organisasi bisnis, serta pengelolaan keuangan bisnis. Membantu pembaca membangun pemahaman konseptual maupun praktis.","manajemen bisnis, manajemen sumber daya manusia, operasional bisnis, administrasi bisnis",Indonesia,Fisik,245,978-0-215-57325-4,0
803,TRX002170,USR00250,BK00833,2023-04-06,2023-04-20,2023-04-25,Terlambat,19.0,Pengantar Tipografi,"Rahmi Prabowo, Sutan Baktiono Purwanti",Elex Media Komputindo,2009,"Fakultas Sosial, Humaniora, & Seni",Desain Komunikasi Visual,Desain Komunikasi Visual & Ilustrasi,"Buku ini mengulas berbagai aspek penting dari proses kreatif desain grafis, prinsip visual dan tipografi, serta ilustrasi dan komposisi gambar. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","desain komunikasi visual, ilustrasi, tipografi, branding",Inggris,E-book,219,978-0-9665533-0-7,9999
804,TRX002171,USR00305,BK00228,2024-07-11,2024-07-25,2024-07-30,Terlambat,19.0,Dasar-Dasar Kriptografi,"Yusuf Aryani, Malik Mustofa",Kencana Prenada,2010,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Jaringan & Keamanan Siber,"Buku ini membahas secara mendalam tentang protokol komunikasi data, audit keamanan sistem, serta sistem enkripsi. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","firewall, enkripsi, jaringan komputer, cyber security",Indonesia,E-book,320,978-0-415-41520-0,9999
805,TRX002172,USR00147,BK00944,2024-11-16,2024-11-30,2024-12-07,Terlambat,21.0,Pengantar Fotografi Digital,"Tira Hutagalung, Dian Budiman",Gramedia Pustaka Utama,2019,"Fakultas Sosial, Humaniora, & Seni",Desain Komunikasi Visual,Fotografi & Multimedia,"Buku ini dirancang sebagai panduan untuk memahami teknik pengambilan gambar fotografi, produksi konten multimedia digital, serta desain media interaktif. Membantu pembaca membangun pemahaman konseptual maupun praktis.","multimedia, editing visual, motion graphic, media interaktif",Indonesia,E-book,209,978-0-237-10672-0,9999
806,TRX002173,USR00245,BK01007,2025-08-13,2025-08-27,2025-08-31,Terlambat,18.0,Perancangan Material dan Furnitur,"Icha Samosir, S.E.",UI Press,2023,"Fakultas Sosial, Humaniora, & Seni",Desain Interior,Desain Interior & Arsitektur Ruang,"Buku ini dirancang sebagai panduan untuk memahami perancangan tata ruang interior, prinsip pencahayaan dan estetika ruang, serta konsep arsitektur ruang dalam modern. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","material interior, furnitur, tata ruang, ergonomi ruang",Indonesia,Fisik,521,978-1-74222-946-1,7
807,TRX002178,USR00059,BK01268,2024-03-02,2024-03-16,2024-03-20,Terlambat,18.0,Pengantar Public Relations,Martaka Purnawati,Pustaka Pelajar,2006,"Fakultas Sosial, Humaniora, & Seni",Ilmu Komunikasi,Komunikasi & Media,"Buku ini membahas secara mendalam tentang jurnalisme di era digital, strategi media dan publikasi, serta pengaruh media sosial terhadap opini publik. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","jurnalistik, media sosial, komunikasi interpersonal, public relations",Inggris,Fisik,145,978-0-7322-8360-5,4
808,TRX002179,USR00147,BK01023,2023-01-11,2023-01-25,2023-01-28,Terlambat,17.0,Dasar-Dasar Material dan Furnitur,"Kamila Sihotang, M.M.",UI Press,2016,"Fakultas Sosial, Humaniora, & Seni",Desain Interior,Desain Interior & Arsitektur Ruang,"Buku ini dirancang sebagai panduan untuk memahami pemilihan material dan furnitur, ergonomi dalam desain ruang, serta prinsip pencahayaan dan estetika ruang. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","ergonomi ruang, desain interior, furnitur, tata ruang",Indonesia,Fisik,461,978-1-966060-65-9,1
809,TRX002180,USR00350,BK01320,2024-08-21,2024-09-04,2024-09-08,Terlambat,18.0,Dasar-Dasar Komunikasi Digital Edisi Terbaru,Praba Wasita,Salemba Empat,2023,"Fakultas Sosial, Humaniora, & Seni",Ilmu Komunikasi,Jurnalistik & Media Digital,"Buku ini memberikan pemahaman menyeluruh tentang komunikasi digital dan audiens, strategi konten media sosial, serta produksi berita di media digital. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","komunikasi digital, jurnalistik, konten kreator, media sosial",Inggris,E-book,430,978-0-239-98213-1,9999
810,TRX002181,USR00058,BK00934,2024-01-31,2024-02-14,2024-02-16,Terlambat,16.0,Teknik Videografi Edisi Ke-3,"R.A. Icha Marpaung, S.I.Kom",Deepublish,2014,"Fakultas Sosial, Humaniora, & Seni",Desain Komunikasi Visual,Fotografi & Multimedia,"Buku ini mengulas berbagai aspek penting dari editing visual dan videografi, desain media interaktif, serta produksi konten multimedia digital. Membantu pembaca membangun pemahaman konseptual maupun praktis.","media interaktif, multimedia, editing visual, motion graphic",Indonesia,Fisik,434,978-1-383-00081-8,1
811,TRX002182,USR00166,BK01312,2023-09-29,2023-10-13,2023-10-19,Terlambat,20.0,Praktik Produksi Berita Edisi Ke-2,"Tgk. Julia Mansur, M.M.",Kencana Prenada,2010,"Fakultas Sosial, Humaniora, & Seni",Ilmu Komunikasi,Jurnalistik & Media Digital,"Buku ini dirancang sebagai panduan untuk memahami etika jurnalistik di era digital, jurnalisme online kontemporer, serta produksi berita di media digital. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","produksi berita, komunikasi digital, media sosial, konten kreator",Indonesia,Fisik,339,978-1-04-043333-1,0
812,TRX002187,USR00089,BK00396,2025-03-30,2025-04-13,2025-04-17,Terlambat,18.0,Dasar-Dasar Manajemen Logistik,Harto Prasasta,Erlangga,2010,"Fakultas Sains, Teknologi, & Kesehatan",Teknik Industri,Ergonomi & Rantai Pasok,"Buku ini membahas secara mendalam tentang analisis ergonomi tempat kerja, manajemen rantai pasok dan distribusi, serta optimalisasi jaringan logistik. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","supply chain, analisis beban kerja, manajemen persediaan, logistik",Inggris,Fisik,203,978-0-9792513-2-0,7
813,TRX002191,USR00367,BK00971,2023-03-27,2023-04-10,2023-04-15,Terlambat,19.0,Pengantar Material dan Furnitur,"Wisnu Pradipta, Dr. Balangga Andriani, S.Farm",Informatika Bandung,2010,"Fakultas Sosial, Humaniora, & Seni",Desain Interior,Desain Interior & Arsitektur Ruang,"Buku ini dirancang sebagai panduan untuk memahami konsep arsitektur ruang dalam modern, ergonomi dalam desain ruang, serta prinsip pencahayaan dan estetika ruang. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","ergonomi ruang, desain interior, pencahayaan ruang, tata ruang",Indonesia,Fisik,491,978-1-902824-98-7,6
814,TRX002194,USR00017,BK00661,2024-06-04,2024-06-18,2024-06-22,Terlambat,18.0,Dasar Teknologi Sediaan Farmasi Edisi Ke-3,Radika Wastuti,Salemba Empat,2005,"Fakultas Sains, Teknologi, & Kesehatan",Farmasi,Teknologi Farmasi & Pelayanan Kefarmasian,"Buku ini menyajikan kajian komprehensif mengenai praktik farmasi klinis pasien, manajemen obat dan compounding, serta teknologi pembuatan sediaan obat. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","teknologi farmasi, farmasi komunitas, compounding obat, sediaan farmasi",Indonesia,Fisik,274,978-1-153-47355-2,4
815,TRX002195,USR00237,BK01171,2024-07-11,2024-07-25,2024-07-29,Terlambat,18.0,Dasar-Dasar Psikologi Umum,Rahman Putra,Deepublish,2007,"Fakultas Sosial, Humaniora, & Seni",Psikologi,Psikologi Umum & Klinis,"Buku ini membahas secara mendalam tentang intervensi psikoterapi klinis, gangguan psikologis dan penanganannya, serta dinamika interaksi sosial manusia. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","psikologi, psikologi sosial, psikologi klinis, psikoterapi",Indonesia,Fisik,410,978-0-618-80819-9,6
816,TRX002197,USR00075,BK00671,2023-03-23,2023-04-06,2023-04-13,Terlambat,21.0,Pelayanan Kefarmasian: Praktik dan Pelayanan,"Sabar Palastri, Ajeng Salahudin",Kencana Prenada,2024,"Fakultas Sains, Teknologi, & Kesehatan",Farmasi,Teknologi Farmasi & Pelayanan Kefarmasian,"Buku ini mengulas berbagai aspek penting dari pelayanan kefarmasian di rumah sakit, teknologi pembuatan sediaan obat, serta praktik farmasi klinis pasien. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","farmasi komunitas, compounding obat, teknologi farmasi, farmasi rumah sakit",Indonesia,Fisik,413,978-1-66907-826-5,7
817,TRX002199,USR00290,BK00481,2025-09-08,2025-09-22,2025-09-25,Terlambat,17.0,Asuhan Keperawatan Dasar,dr. Adinata Suwarno,Rajawali Pers,2005,"Fakultas Sains, Teknologi, & Kesehatan",Keperawatan,Keperawatan Klinis,"Buku ini menyajikan kajian komprehensif mengenai komunikasi terapeutik perawat, manajemen perawatan pasien, serta asuhan keperawatan pasien. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","asuhan keperawatan, keperawatan medikal bedah, praktik klinis, keperawatan gawat darurat",Indonesia,E-book,333,978-1-58018-569-1,9999
818,TRX002202,USR00289,BK00985,2023-04-15,2023-04-29,2023-05-04,Terlambat,19.0,Tata Ruang: Konsep dan Aplikasi Edisi Ke-3,"Cayadi Hutasoit, R. Budi Maulana",PT Grasindo,2008,"Fakultas Sosial, Humaniora, & Seni",Desain Interior,Desain Interior & Arsitektur Ruang,"Buku ini mengulas berbagai aspek penting dari ergonomi dalam desain ruang, prinsip pencahayaan dan estetika ruang, serta konsep arsitektur ruang dalam modern. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","ergonomi ruang, furnitur, tata ruang, material interior",Indonesia,E-book,431,978-1-4579-3897-9,9999
819,TRX002204,USR00190,BK00494,2023-03-06,2023-03-20,2023-03-24,Terlambat,18.0,Keperawatan Maternitas: Teori dan Praktik Klinis Edisi Ke-3,"Ratna Pradipta, S.Pt, Oman Megantara",Deepublish,2019,"Fakultas Sains, Teknologi, & Kesehatan",Keperawatan,Keperawatan Klinis,"Buku ini membahas secara mendalam tentang prosedur klinis keperawatan, manajemen perawatan pasien, serta komunikasi terapeutik perawat. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","asuhan keperawatan, keperawatan gawat darurat, keperawatan anak, keperawatan",Indonesia,Fisik,476,978-0-7903-2020-5,7
820,TRX002205,USR00030,BK00798,2023-08-02,2023-08-16,2023-08-21,Terlambat,19.0,Pengantar Desain Komunikasi Visual,"Gina Pratama, S.E.I, H. Caraka Mardhiyah, M.TI.",Andi Publisher,2010,"Fakultas Sosial, Humaniora, & Seni",Desain Komunikasi Visual,Desain Komunikasi Visual & Ilustrasi,"Buku ini membahas secara mendalam tentang prinsip visual dan tipografi, estetika dalam karya seni rupa, serta proses kreatif desain grafis. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","branding, desain grafis, seni rupa, layout",Indonesia,Fisik,351,978-1-254-59606-8,1
821,TRX002206,USR00345,BK00438,2023-05-20,2023-06-03,2023-06-05,Terlambat,16.0,Dasar-Dasar Manajemen Logistik,Taswir Maulana,Informatika Bandung,2005,"Fakultas Sains, Teknologi, & Kesehatan",Teknik Industri,Ergonomi & Rantai Pasok,"Buku ini dirancang sebagai panduan untuk memahami optimalisasi jaringan logistik, pengendalian persediaan barang, serta keselamatan dan kesehatan kerja industri. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","analisis beban kerja, rantai pasok, manajemen persediaan, ergonomi",Indonesia,Fisik,341,978-0-644-74212-2,6
822,TRX002210,USR00074,BK01213,2023-11-24,2023-12-08,2023-12-14,Terlambat,20.0,Psikologi Sosial: Teori dan Aplikasi,"Puspa Hardiansyah, S.T.",Nuha Medika,2006,"Fakultas Sosial, Humaniora, & Seni",Psikologi,Psikologi Umum & Klinis,"Buku ini menyajikan kajian komprehensif mengenai perkembangan kepribadian individu, intervensi psikoterapi klinis, serta perilaku dan proses mental manusia. Membantu pembaca membangun pemahaman konseptual maupun praktis.","kepribadian, psikologi klinis, psikologi, psikologi sosial",Indonesia,E-book,321,978-1-72426-423-7,9999
823,TRX002213,USR00255,BK00784,2024-06-12,2024-06-26,2024-07-03,Terlambat,21.0,Panduan Praktik Profesi Ners Edisi Ke-2,"dr. Garan Simanjuntak, M.Kom.",Bumi Aksara,2021,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini memberikan pemahaman menyeluruh tentang penerapan evidence-based practice, residensi dan pembelajaran klinik lanjutan, serta etika dan profesionalisme keperawatan. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","keperawatan lanjutan, praktik klinis ners, evidence based practice, residensi keperawatan",Inggris,Fisik,462,978-1-69523-668-4,6
824,TRX002214,USR00195,BK00335,2023-02-22,2023-03-08,2023-03-13,Terlambat,19.0,Pengantar Teknik Industri Edisi Revisi,Pangeran Wijaya,Kencana Prenada,2024,"Fakultas Sains, Teknologi, & Kesehatan",Teknik Industri,Teknik Industri & Manajemen Operasi,"Buku ini membahas secara mendalam tentang efisiensi tata letak fasilitas pabrik, perancangan sistem kerja industri, serta perencanaan dan pengendalian produksi. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","manajemen operasi, tata letak pabrik, manajemen kualitas, efisiensi kerja",Indonesia,Fisik,338,978-0-450-88210-4,5
825,TRX002217,USR00223,BK00762,2025-01-24,2025-02-07,2025-02-14,Terlambat,21.0,Panduan Praktik Keperawatan Berbasis Bukti,Mitra Sinaga,Deepublish,2015,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini membahas secara mendalam tentang etika dan profesionalisme keperawatan, penerapan evidence-based practice, serta residensi dan pembelajaran klinik lanjutan. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","praktik klinis ners, residensi keperawatan, kompetensi ners, keperawatan lanjutan",Indonesia,E-book,242,978-1-74916-247-1,9999
826,TRX002220,USR00141,BK00677,2023-03-16,2023-03-30,2023-04-02,Terlambat,17.0,Teknologi Sediaan Farmasi: Praktik dan Pelayanan,Dalimin Hidayat,Bumi Aksara,2019,"Fakultas Sains, Teknologi, & Kesehatan",Farmasi,Teknologi Farmasi & Pelayanan Kefarmasian,"Buku ini memberikan pemahaman menyeluruh tentang praktik farmasi klinis pasien, manajemen obat dan compounding, serta pelayanan kefarmasian di rumah sakit. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","compounding obat, farmasi komunitas, teknologi farmasi, sediaan farmasi",Inggris,Fisik,210,978-1-334-81705-2,6
827,TRX002221,USR00211,BK00962,2023-04-15,2023-04-29,2023-05-01,Terlambat,16.0,Desain Interior: Konsep dan Aplikasi Edisi Revisi,Dr. Clara Latupono,Salemba Empat,2018,"Fakultas Sosial, Humaniora, & Seni",Desain Interior,Desain Interior & Arsitektur Ruang,"Buku ini memberikan pemahaman menyeluruh tentang pemilihan material dan furnitur, ergonomi dalam desain ruang, serta konsep arsitektur ruang dalam modern. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","pencahayaan ruang, tata ruang, material interior, ergonomi ruang",Indonesia,Fisik,419,978-0-12-590203-8,1
828,TRX002222,USR00027,BK00228,2023-11-22,2023-12-06,2023-12-13,Terlambat,21.0,Dasar-Dasar Kriptografi,"Yusuf Aryani, Malik Mustofa",Kencana Prenada,2010,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Jaringan & Keamanan Siber,"Buku ini membahas secara mendalam tentang protokol komunikasi data, audit keamanan sistem, serta sistem enkripsi. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","firewall, enkripsi, jaringan komputer, cyber security",Indonesia,E-book,320,978-0-415-41520-0,9999
829,TRX002226,USR00096,BK00993,2024-07-18,2024-08-01,2024-08-04,Terlambat,17.0,Dasar-Dasar Pencahayaan Ruang,"Tgk. Jabal Wulandari, M.M.",Salemba Empat,2015,"Fakultas Sosial, Humaniora, & Seni",Desain Interior,Desain Interior & Arsitektur Ruang,"Buku ini dirancang sebagai panduan untuk memahami pemilihan material dan furnitur, perancangan tata ruang interior, serta konsep arsitektur ruang dalam modern. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","furnitur, desain interior, arsitektur ruang, material interior",Indonesia,E-book,237,978-0-9929596-6-1,9999
830,TRX002227,USR00157,BK01252,2024-05-13,2024-05-27,2024-05-31,Terlambat,18.0,Dasar-Dasar Jurnalistik,"Dr. Wage Agustina, Jais Uyainah",Gramedia Pustaka Utama,2019,"Fakultas Sosial, Humaniora, & Seni",Ilmu Komunikasi,Komunikasi & Media,"Buku ini dirancang sebagai panduan untuk memahami hubungan masyarakat dan citra publik, dinamika komunikasi massa, serta pengaruh media sosial terhadap opini publik. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","media digital, komunikasi interpersonal, jurnalistik, public relations",Indonesia,Fisik,244,978-0-7938-8413-1,6
831,TRX002230,USR00074,BK01216,2025-10-11,2025-10-25,2025-10-28,Terlambat,17.0,Memahami Psikologi Perkembangan Edisi Terbaru,"Elma Mangunsong, M.Pd, Dipa Anggriawan",Gramedia Pustaka Utama,2009,"Fakultas Sosial, Humaniora, & Seni",Psikologi,Psikologi Umum & Klinis,"Buku ini memberikan pemahaman menyeluruh tentang gangguan psikologis dan penanganannya, dinamika interaksi sosial manusia, serta intervensi psikoterapi klinis. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","perkembangan manusia, kesehatan mental, psikologi sosial, kepribadian",Inggris,Fisik,349,978-0-480-88062-0,3
832,TRX002234,USR00290,BK00507,2025-10-09,2025-10-23,2025-10-26,Terlambat,17.0,Keperawatan Gawat Darurat: Teori dan Praktik Klinis,Rahmi Manullang,Gramedia Pustaka Utama,2020,"Fakultas Sains, Teknologi, & Kesehatan",Keperawatan,Keperawatan Klinis,"Buku ini mengulas berbagai aspek penting dari penanganan kondisi darurat medis, asuhan keperawatan pasien, serta komunikasi terapeutik perawat. Membantu pembaca membangun pemahaman konseptual maupun praktis.","keperawatan, asuhan keperawatan, praktik klinis, keperawatan anak",Inggris,E-book,380,978-0-16-873977-6,9999
833,TRX002237,USR00311,BK00632,2023-01-19,2023-02-02,2023-02-04,Terlambat,16.0,Panduan Pelayanan Kefarmasian Edisi Terbaru,"Dodo Irawan, Gaiman Wasita",Kencana Prenada,2018,"Fakultas Sains, Teknologi, & Kesehatan",Farmasi,Teknologi Farmasi & Pelayanan Kefarmasian,"Buku ini memberikan pemahaman menyeluruh tentang manajemen obat dan compounding, teknologi pembuatan sediaan obat, serta standar pelayanan farmasi profesional. Membantu pembaca membangun pemahaman konseptual maupun praktis.","pelayanan kefarmasian, compounding obat, teknologi farmasi, farmasi rumah sakit",Indonesia,Fisik,257,978-0-9520046-1-5,8
834,TRX002238,USR00072,BK01284,2024-01-01,2024-01-15,2024-01-18,Terlambat,17.0,Pengantar Komunikasi Massa,Laras Nasyidah,Nuha Medika,2021,"Fakultas Sosial, Humaniora, & Seni",Ilmu Komunikasi,Komunikasi & Media,"Buku ini membahas secara mendalam tentang dinamika komunikasi massa, jurnalisme di era digital, serta strategi media dan publikasi. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","media sosial, komunikasi massa, public relations, komunikasi interpersonal",Indonesia,Fisik,186,978-0-87233-351-2,2
835,TRX002240,USR00242,BK00305,2025-08-03,2025-08-17,2025-08-18,Terlambat,15.0,Konsep SQL Server,"R. Azalea Siregar, S.I.Kom, Ir. Galar Aryani, S.IP",Graha Ilmu,2014,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Basis Data,"Buku ini dirancang sebagai panduan untuk memahami arsitektur data warehouse, query dan manipulasi data, serta perancangan basis data. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","query, nosql, manajemen data, sql",Indonesia,Fisik,331,978-0-02-255794-2,1
836,TRX002243,USR00335,BK00842,2024-07-12,2024-07-26,2024-07-30,Terlambat,18.0,Prinsip Branding Visual Edisi Ke-3,"Puti Prasasta, Marsudi Putra, S.Pt",Informatika Bandung,2017,"Fakultas Sosial, Humaniora, & Seni",Desain Komunikasi Visual,Desain Komunikasi Visual & Ilustrasi,"Buku ini mengulas berbagai aspek penting dari ilustrasi dan komposisi gambar, strategi branding melalui visual, serta estetika dalam karya seni rupa. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","layout, tipografi, seni rupa, ilustrasi",Indonesia,Fisik,461,978-1-03-037637-2,5
837,TRX002244,USR00141,BK00660,2025-02-25,2025-03-11,2025-03-14,Terlambat,17.0,Panduan Pelayanan Kefarmasian Edisi Ke-2,Timbul Saptono,Deepublish,2021,"Fakultas Sains, Teknologi, & Kesehatan",Farmasi,Teknologi Farmasi & Pelayanan Kefarmasian,"Buku ini membahas secara mendalam tentang praktik farmasi klinis pasien, manajemen obat dan compounding, serta standar pelayanan farmasi profesional. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","sediaan farmasi, teknologi farmasi, pelayanan kefarmasian, farmasi rumah sakit",Indonesia,E-book,477,978-1-83230-241-8,9999
838,TRX002245,USR00351,BK00589,2024-02-23,2024-03-08,2024-03-10,Terlambat,16.0,Pengantar Farmakognosi,"Hj. Natalia Hasanah, S.T.",Informatika Bandung,2005,"Fakultas Sains, Teknologi, & Kesehatan",Farmasi,Farmakologi & Kefarmasian,"Buku ini membahas secara mendalam tentang efek samping dan dosis obat, pelayanan kefarmasian klinis, serta interaksi obat dalam tubuh. Membantu pembaca membangun pemahaman konseptual maupun praktis.","kimia farmasi, farmasi klinis, toksikologi, farmakokinetik",Indonesia,Fisik,434,978-1-09-759230-2,4
839,TRX002249,USR00291,BK01102,2025-06-03,2025-06-17,2025-06-18,Terlambat,15.0,Strategi Strategi Pemasaran,Cici Kusumo,Alfabeta,2024,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Kewirausahaan & Pemasaran Bisnis,"Buku ini memberikan pemahaman menyeluruh tentang perencanaan strategi pemasaran, membangun bisnis rintisan startup, serta strategi kewirausahaan dan inovasi bisnis. Membantu pembaca membangun pemahaman konseptual maupun praktis.","strategi pemasaran, startup, kewirausahaan, e-commerce",Indonesia,E-book,202,978-0-621-13695-1,9999
840,TRX002251,USR00366,BK00807,2023-08-22,2023-09-05,2023-09-07,Terlambat,16.0,Dasar-Dasar Branding Visual,"dr. Jasmani Prabowo, S.Gz",Pustaka Pelajar,2020,"Fakultas Sosial, Humaniora, & Seni",Desain Komunikasi Visual,Desain Komunikasi Visual & Ilustrasi,"Buku ini menyajikan kajian komprehensif mengenai proses kreatif desain grafis, ilustrasi dan komposisi gambar, serta prinsip visual dan tipografi. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","desain grafis, tipografi, seni rupa, branding",Indonesia,Fisik,208,978-0-644-21214-4,6
841,TRX002253,USR00341,BK01318,2023-05-31,2023-06-14,2023-06-17,Terlambat,17.0,Strategi Content Creation Edisi Ke-3,Hj. Gabriella Wijaya,Salemba Empat,2007,"Fakultas Sosial, Humaniora, & Seni",Ilmu Komunikasi,Jurnalistik & Media Digital,"Buku ini memberikan pemahaman menyeluruh tentang produksi berita di media digital, strategi konten media sosial, serta etika jurnalistik di era digital. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","media sosial, konten kreator, media digital, produksi berita",Indonesia,E-book,324,978-1-201-49118-7,9999
842,TRX002254,USR00072,BK01185,2024-05-06,2024-05-20,2024-05-25,Terlambat,19.0,Dasar-Dasar Psikologi Kepribadian Edisi Terbaru,"Nugraha Novitasari, Kartika Usada, M.Pd",PT Grasindo,2024,"Fakultas Sosial, Humaniora, & Seni",Psikologi,Psikologi Umum & Klinis,"Buku ini menyajikan kajian komprehensif mengenai intervensi psikoterapi klinis, dinamika interaksi sosial manusia, serta perilaku dan proses mental manusia. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","psikologi, psikoterapi, kepribadian, psikologi sosial",Indonesia,Fisik,371,978-1-70468-611-0,1
843,TRX002255,USR00215,BK01178,2024-04-02,2024-04-16,2024-04-17,Terlambat,15.0,Pengantar Psikologi Umum Edisi Terbaru,dr. Silvia Lestari,Kencana Prenada,2014,"Fakultas Sosial, Humaniora, & Seni",Psikologi,Psikologi Umum & Klinis,"Buku ini memberikan pemahaman menyeluruh tentang dinamika interaksi sosial manusia, gangguan psikologis dan penanganannya, serta perilaku dan proses mental manusia. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","psikoterapi, psikologi sosial, psikologi, psikologi klinis",Indonesia,E-book,420,978-1-07-174811-4,9999
844,TRX002259,USR00156,BK00232,2023-03-15,2023-03-29,2023-04-04,Terlambat,20.0,Perancangan SQL Server,"Catur Farida, S.I.Kom",Pustaka Pelajar,2014,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Basis Data,"Buku ini memberikan pemahaman menyeluruh tentang normalisasi data, query dan manipulasi data, serta manajemen sistem basis data. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","manajemen data, query, database, sql",Indonesia,Fisik,450,978-0-697-31121-4,1
845,TRX002262,USR00347,BK00751,2023-11-05,2023-11-19,2023-11-20,Terlambat,15.0,Modul Profesi Ners,Kamila Kurniawan,Gramedia Pustaka Utama,2018,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini membahas secara mendalam tentang etika dan profesionalisme keperawatan, penerapan evidence-based practice, serta praktik klinik keperawatan profesional. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","residensi keperawatan, evidence based practice, praktik klinis ners, kompetensi ners",Indonesia,E-book,284,978-1-265-01673-9,9999
